begin {Parameters}
Number of BasicAreas
231
Basic Area Type
Point
Metric
geodecimal
end {Parameters}

#Parameter ExtId	XPos	YPos	Activity
begin {BasicAreas}
0	11.4064	53.4817	38.6
1	11.2319	53.4083	219.61
2	11.095	53.5128	99.21
3	11.0808	53.2892	51.79
4	10.7576	53.4199	167.04
5	10.9496	53.4123	25.64
6	10.9686	53.2714	81.34
7	11.418	53.357	189.69
8	11.393	53.2167	87.73
9	11.5873	53.2327	102.48
10	11.1816	53.2024	53.47
11	11.5995	53.4067	85.57
12	11.49	53.1061	44.24
13	11.7849	52.9802	278.48
14	11.7059	53.1813	82.4
15	11.8064	53.3588	59.38
16	10.1505	53.4539	125.3
17	10.2626	53.4554	157.36
18	10.3767	53.2249	177.41
19	10.4598	53.2416	259.81
20	10.3886	53.2614	226.18
21	10.7408	53.2964	93.64
22	10.3706	53.3289	80.05
23	10.2995	53.2843	6.48
24	10.3342	53.286	22.26
25	10.4594	53.2862	96.68
26	10.7106	53.1897	43.6
27	10.8361	53.1724	14.05
28	10.8267	53.2063	6.17
29	10.1415	53.2217	70.08
30	10.5478	53.3042	63.01
31	10.4836	53.3685	14.48
32	10.4544	53.3384	23.39
33	10.1648	53.1206	52.08
34	10.3085	53.1341	10.34
35	10.1317	53.1492	13.48
36	10.318	53.2634	67.94
37	10.2755	53.2407	46.93
38	10.4184	53.3847	38.57
39	10.5516	53.2096	26.95
40	10.6237	53.2767	23.17
41	10.5658	53.241	13.04
42	10.6465	53.2186	12.2
43	10.4722	53.2098	14.18
44	10.3916	53.1582	35.56
45	10.4419	53.1937	32.67
46	10.3217	53.1819	23.62
47	10.2147	53.3628	341.39
48	10.1136	53.3864	105.74
49	10.3588	53.3951	31
50	10.1691	53.2859	13.1
51	10.1037	53.2801	20.83
52	10.2215	53.2712	9.53
53	10.1337	53.3009	14.13
54	10.3318	53.3446	17.4
55	10.2701	53.3107	16.87
56	10.5137	53.3873	128.54
57	10.5398	53.4314	39.56
58	10.3894	53.4446	300.38
59	10.5752	53.352	31.49
60	10.0943	52.6394	177.87
61	10.1204	52.5906	134.62
62	10.1031	52.6821	104.33
63	9.9919	52.808	148.4
64	10.0924	52.8201	83.9
65	10.1689	52.8851	69.84
66	10.2578	52.6247	53.28
67	10.096	52.5393	61.6
68	10.1411	52.528	61.37
69	10.2112	52.5798	40.17
70	10.2762	52.8314	44.96
71	10.2851	52.757	46.5
72	10.3421	52.6742	22.47
73	10.2992	52.6073	13.89
74	10.2523	52.6546	10.8
75	10.2198	52.5167	17.26
76	10.1991	52.5466	31.17
77	10.2131	52.7056	8.02
78	10.2253	52.6799	10.04
79	10.3552	52.5929	18.22
80	10.3143	52.5463	22.85
81	10.4907	52.788	13.63
82	10.4208	52.7105	15.06
83	10.4371	52.5936	14.52
84	10.7763	52.702	96.57
85	10.6955	52.6558	27.4
86	10.5685	52.7202	68.98
87	10.6856	52.8488	40.15
88	10.5337	52.5882	46.88
89	10.4504	52.6487	19.44
90	10.666	52.8052	12.5
91	10.6415	52.6326	9.49
92	10.6149	52.6089	34.54
93	11.1389	52.8655	209.52
94	10.9458	52.8087	96.43
95	11.2215	52.8103	95.44
96	11.1543	52.9831	98.09
97	11.0841	53.1026	87.48
98	10.9949	53.1593	50.91
99	10.923	52.9576	24.99
100	11.1089	52.9274	31.25
101	10.8663	52.891	15.91
102	10.9466	52.8885	15.85
103	11.4587	53.0202	14.58
104	11.1649	53.1472	3.7
105	10.8874	53.1206	7.21
106	11.3664	53.041	6.24
107	11.1849	53.0882	13.08
108	11.4295	53.0575	7.37
