begin {Parameters}
Number of BasicAreas
1036
Basic Area Type
Point
Metric
geodecimal
end {Parameters}

#Parameter ExtId	XPos	YPos	Activity
begin {BasicAreas}
0	8.2742	50.0009	182.1
1	8.2585	50.0104	270.59
2	8.2282	50.0228	133.02
3	8.2384	50.0045	178.36
4	8.2052	50.0025	131.78
5	8.1742	49.9854	127.93
6	8.2109	49.9651	132.21
7	8.2316	49.9809	158.73
8	8.2621	49.9376	168.95
9	8.3125	49.9639	179.78
10	8.2727	49.9887	196.25
11	8.0612	49.9686	244.94
12	8.106	49.7654	183.94
13	7.9967	49.7429	177.96
14	8.0499	49.7895	36.64
15	8.1958	49.777	33.72
16	8.3086	50.0132	151.63
17	8.2845	50.0229	83.92
18	8.1756	50.0199	85.12
19	8.1216	50.0031	65.66
20	8.1277	49.9719	21.55
21	8.2054	49.9009	73.86
22	8.1503	49.9174	201.79
23	8.1454	49.9185	43.1
24	8.3508	49.8377	80.52
25	8.2889	49.8409	160.55
26	8.32	49.8751	71.91
27	8.1097	49.8388	81.46
28	8.1667	49.8412	86.01
29	8.1408	49.874	66.96
30	8.3132	49.9288	65.28
31	8.2854	49.9042	59.2
32	8.3313	49.9115	50
33	7.9379	49.9453	248.21
34	7.7953	49.9974	66.72
35	7.7259	50.051	24.24
36	7.8769	49.9431	28.53
37	7.8111	49.9592	32.83
38	7.6992	50.0848	44.94
39	7.6544	50.1065	13.85
40	8.0172	49.9476	62.84
41	8.0112	49.9193	50.96
42	7.7509	49.9642	43.61
43	7.7558	49.9461	48.61
44	7.8801	49.904	35.47
45	7.8122	49.9091	76.52
46	7.9512	49.8963	38.44
47	7.9946	49.9034	17.73
48	7.5564	50.0059	121.54
49	7.4697	50.0044	44.65
50	7.3964	49.9562	66.69
51	7.4673	49.8813	29.58
52	7.6571	50.0099	60.19
53	7.6136	49.9547	15.83
54	7.6546	49.9765	10.34
55	7.5774	49.939	7.33
56	7.8767	49.8271	277.2
57	7.8516	49.8525	158.71
58	7.9158	49.8178	80.73
59	7.8927	49.8777	24.21
60	7.6165	49.7804	84.93
61	7.6645	49.7622	25.14
62	7.602	49.8119	24.93
63	7.7164	49.7589	18.01
64	7.9843	49.859	55.16
65	8.0531	49.8497	43.72
66	7.8247	49.8043	36.6
67	7.8412	49.7803	45.54
68	7.6725	49.7096	30.55
69	7.6162	49.7132	23.67
70	7.8049	49.8452	23.11
71	7.7197	49.8593	193.11
72	7.7022	49.8125	30.37
73	7.9721	49.821	46.31
74	7.9713	49.7979	53.34
75	7.5058	49.7843	149.47
76	7.4031	49.7815	19.83
77	7.5301	49.8205	20.29
78	7.4404	49.8297	13.04
79	7.5627	49.7194	4.23
80	7.5497	49.7899	23.1
81	7.5308	49.8573	11.87
82	7.3006	49.7701	160.5
83	7.3857	49.6411	43.27
84	7.5598	50.3181	140.57
85	7.6706	50.2993	187.73
86	7.7598	50.3362	41.86
87	7.563	50.2095	163.72
88	7.5849	50.1551	64.24
89	7.5022	50.1739	55.05
90	7.4605	50.0727	100.21
91	7.4078	50.1287	69.72
92	7.5817	50.0922	52.22
93	7.59	50.2736	33.58
94	7.6397	50.2578	21
95	7.5397	50.2749	30.16
96	7.6832	50.1464	31.97
97	7.4389	50.2606	111.74
98	7.6793	50.2646	34.47
99	7.7157	50.2554	23.77
100	7.6334	50.2241	24.13
101	7.6944	50.1687	20.87
102	7.7461	50.1627	48.87
103	7.7796	50.0952	11.05
104	7.8121	50.2116	60.41
105	7.8262	50.1971	142.7
106	7.9537	50.2732	41.28
107	7.938	50.3076	57.36
108	7.815	50.3103	59.82
109	7.8496	50.3186	82.29
110	8.6501	50.1125	10
111	8.6833	50.1119	63.1
112	8.6826	50.1159	36.89
113	8.7236	50.1167	76.1
114	8.697	50.1212	241.38
115	8.6864	50.1252	168.37
116	8.6784	50.139	167.21
117	8.6761	50.1254	101.28
118	8.6653	50.1243	132.57
119	8.6606	50.1157	80.55
120	8.6248	50.1052	181.7
121	8.654	50.1007	65.35
122	8.6671	50.1083	29.1
123	8.7152	50.1255	372.47
124	8.7523	50.1269	221.23
125	8.7614	50.1567	176.61
126	8.7173	50.145	211.64
127	8.6499	50.1489	197.79
128	8.6703	50.1627	244.28
129	8.6993	50.1591	245.57
130	8.6704	50.199	320.77
131	8.6208	50.1654	350.13
132	8.6249	50.1176	186.01
133	8.6486	50.1296	105.53
134	8.6117	50.1414	200.75
135	8.6034	50.1251	173.58
136	8.6467	50.0683	214.34
137	8.5833	50.0833	217.75
138	8.5632	50.0419	10
139	8.691	50.1043	143
140	8.6693	50.0984	142.42
141	8.6758	50.0809	168.82
142	8.7208	50.0844	222.07
143	8.7471	50.1935	285.09
144	8.8968	50.2435	190.51
145	8.8456	50.2081	109.19
146	8.8108	50.1852	29.66
147	8.7285	50.3278	264.46
148	8.7569	50.2311	210.95
149	8.6702	50.2794	109.47
150	8.8455	50.2805	88.35
