begin {Parameters}
Number of BasicAreas
1030
Basic Area Type
Point
Metric
geodecimal
end {Parameters}

#Parameter ExtId	XPos	YPos	Activity
begin {BasicAreas}
0	13.723	51.0599	219.71
1	13.7376	51.0406	235.97
2	13.7427	51.0671	210.56
3	13.8288	51.0926	145.27
4	13.7638	51.1205	152.06
5	13.734	51.0796	95.59
6	13.7309	51.098	145.27
7	13.6902	51.0796	124.44
8	13.6745	51.0679	181.58
9	13.7007	51.0428	216.81
10	13.6679	51.039	228.18
11	13.6996	51.0283	134.76
12	13.704	51.0122	90.75
13	13.7401	51.0179	160.62
14	13.7707	51.0226	181.58
15	13.8	51.0176	142.91
16	13.7898	51.0012	108.9
17	13.8184	50.9979	246.2
18	13.8501	50.997	127.06
19	13.7961	51.0377	378.84
20	13.8279	51.0273	181.58
21	13.7733	51.0524	278.49
22	13.7906	51.0488	254.17
23	13.8562	51.066	104.78
24	13.8575	51.0253	127.06
25	13.6455	51.1157	318.16
26	13.9228	51.1228	203.17
27	13.8509	51.1749	102.53
28	13.6234	51.0667	95.53
29	13.8549	51.1394	56.29
30	13.6817	51.1602	75.29
31	13.7284	51.2062	80.35
32	13.9051	51.0422	117.26
33	13.9886	51.0934	52.2
34	13.7897	51.1571	53.86
35	13.526	51.2909	167.85
36	13.6388	51.2904	240.43
37	13.2718	51.3023	171.75
38	13.3247	51.291	115.8
39	13.2515	51.3175	109.98
40	13.3014	51.2543	70.52
41	13.441	51.3971	158.61
42	13.406	51.2875	95.52
43	13.225	51.3691	43.81
44	13.3085	51.3737	77.53
45	13.2995	51.1577	93.95
46	13.5821	51.1343	250.4
47	13.484	51.1618	296.61
48	13.3843	51.1512	197.64
49	13.3317	51.0563	99.83
50	13.562	51.1851	126.81
51	13.6414	50.9945	401.1
52	13.5178	51.0241	96.44
53	13.7365	50.9806	101.36
54	13.7573	50.9515	38.55
55	13.6582	50.9488	47.43
56	13.5226	50.9684	92.79
57	13.518	50.9121	44.05
58	13.6586	50.8939	115.79
59	13.7517	50.8552	88.28
60	13.5629	50.8916	42.58
61	13.9903	50.942	434.34
62	13.8484	50.9469	260.09
63	14.1892	50.9014	78.73
64	13.984	50.8828	45.76
65	14.0831	50.8874	79.14
66	13.8771	50.8585	26.32
67	13.9252	50.9895	47.95
68	14.0181	50.961	18
69	14.0553	51.0429	102.28
70	14.236	51.0325	169.22
71	14.0186	50.9838	33.6
72	14.1423	50.9826	39.84
73	14.2832	50.9371	124.7
74	14.1968	51.1195	209.86
75	14.0216	51.185	126.73
76	14.0363	51.1459	110.82
77	14.2013	51.1888	30.78
78	14.0713	51.1106	73.66
79	14.1084	51.2737	167.9
80	14.208	51.2787	241.09
81	13.9425	51.2925	175.27
82	13.8812	51.4288	123.92
83	14.0226	51.5235	313.39
84	13.7536	51.5055	216.84
85	14.0371	51.5823	132.18
86	13.8622	51.4876	73.23
87	13.7148	51.3944	40.39
88	13.8842	51.5079	43.38
89	13.9158	51.5826	31.83
90	14.0364	51.4562	20.6
91	13.8864	51.5431	13.68
92	14.2209	51.4225	487.41
93	14.1934	51.4708	123.31
94	14.0879	51.3886	68.67
95	14.1944	51.8479	94.87
96	14.2087	51.7533	99.8
97	14.1384	51.6328	22.54
98	14.2105	51.6477	45.3
99	14.1812	51.576	46.3
100	13.9733	51.7179	126.34
101	13.9355	51.8486	203.02
102	14.043	51.8205	101.29
103	14.0071	51.6627	44.16
104	13.7087	51.6009	312.82
105	13.777	51.7316	21.12
106	13.6696	51.7124	29.7
107	13.4971	51.6446	148.18
108	12.3944	51.3334	162.3
109	12.3591	51.3528	125.45
110	12.3712	51.3324	109.62
111	12.3662	51.339	106.3
112	12.3895	51.3716	143.19
113	12.3624	51.3625	202.55
114	12.3712	51.3751	158.27
115	12.3245	51.3748	123.57
116	12.3344	51.3416	193.81
117	12.3098	51.3444	170.43
118	12.2738	51.3274	222.47
119	12.2809	51.3062	212.91
120	12.2989	51.3224	215.8
121	12.3394	51.3192	248.71
122	12.3134	51.2854	80.95
123	12.3736	51.3235	173.57
124	12.3759	51.307	195.86
125	12.401	51.2944	146.39
126	12.4286	51.3008	67.53
127	12.427	51.3192	126.72
128	12.41	51.346	207.23
129	12.4075	51.3313	205.66
130	12.4343	51.3456	174.93
131	12.4516	51.3473	49.17
132	12.4697	51.3613	115.88
133	12.418	51.363	211.47
134	12.4476	51.3885	52.15
135	12.4438	51.4207	16.74
136	12.4112	51.3795	168.68
137	12.3869	51.2723	217.76
138	12.2208	51.2944	154.84
139	12.5194	51.3933	145.78
140	12.2479	51.3536	147.8
141	12.2221	51.4033	133.33
142	12.5036	51.3338	85.05
143	12.3054	51.2195	88.72
144	12.4713	51.2779	69.27
145	12.3795	51.4131	59.36
146	12.5365	51.3523	85.48
147	12.4753	51.3022	63.19
148	12.4526	51.3306	71.01
149	12.2189	51.2208	21.79
150	12.5041	51.265	46.93
151	12.3354	51.4022	55.47
152	12.2849	51.3911	35.57
153	12.3421	51.5059	494.96
154	12.3875	51.4479	50.38
155	12.251	51.1715	65.6
156	12.3141	51.1331	97.34
157	12.4887	51.1272	275.37
158	12.3934	51.2076	76.97
159	12.4292	51.0909	35.36
160	12.5642	51.1704	83.21
161	12.4268	51.2032	38.08
162	12.4103	51.1157	26.57
163	12.3762	51.1598	44.18
164	12.5009	51.2067	31.2
165	12.4361	50.9802	430.32
166	12.4958	50.9686	103.3
167	12.3508	51.0527	127.2
168	12.3281	51.0849	54.34
169	12.3733	51.022	131.83
170	12.5785	50.9521	41.26
171	12.3117	50.8955	219.12
172	12.423	50.8726	64.06
173	12.6509	51.0855	98.97
174	12.6763	51.1397	106.35
175	12.5597	51.0715	75.49
176	12.5898	51.01	32.22
177	12.6759	50.9853	39.62
178	12.7477	51.2144	323.82
179	12.7885	51.1304	78.82
180	12.5968	51.2622	130.04
181	12.8171	51.2751	45.13
182	12.7326	51.2892	44.86
183	12.889	51.2621	26.38
184	12.9379	51.1631	120.33
185	13.1289	51.1412	371.22
186	13.0205	51.0696	95.76
187	13.1726	51.0832	92.98
188	12.9946	51.1148	80.76
189	13.149	51.2039	37.16
190	13.1206	51.3426	252.74
191	13.0632	51.2405	101.42
192	12.9897	51.3696	74.83
193	12.9631	51.2909	42.18
194	12.7963	51.3862	307.81
195	12.6364	51.3275	64.33
196	12.5689	51.3226	32.22
197	12.6237	51.3835	51.74
198	12.702	51.3503	66.08
199	12.7136	51.4823	370.96
200	12.6375	51.6032	119.11
201	12.9587	51.5398	251.09
202	13.116	51.4659	61.07
203	12.8656	51.6248	69.09
204	13.0733	51.5741	80.04
205	12.957	51.4555	58.08
206	13.1959	51.5694	127.82
207	13.5209	51.4728	111.86
208	13.2623	51.7587	148.72
209	13.4036	51.5126	134.51
210	13.6386	51.4608	42.07
211	13.2541	51.4227	49.22
212	13.5539	51.422	100.13
213	13.5784	51.4981	30.22
214	13.426	51.7533	69.84
215	13.3341	51.6115	28.19
216	11.9675	51.4916	201.94
217	11.9725	51.4727	305.39
218	11.9972	51.4811	170.93
219	11.9699	51.5001	171.45
220	12.0447	51.4709	105.01
221	11.9809	51.5215	70.17
222	11.8985	51.5099	74.81
223	11.9324	51.4862	233.22
224	11.9332	51.4677	111.25
225	11.8937	51.4804	197.38
226	11.9437	51.4531	372.55
227	11.997	51.4544	218.45
228	11.9901	51.4256	401.25
229	11.834	51.4718	215.12
230	12.1031	51.4291	145.78
231	12.1025	51.5258	169.48
232	11.9546	51.6009	150.25
233	11.7991	51.569	93.3
234	11.9706	51.3466	413.86
235	12.1091	51.3043	167.06
236	12.0158	51.3094	88.48
237	11.897	51.2902	111.3
238	11.8798	51.381	81.91
239	11.7913	51.3042	70.91
240	12.1106	51.3589	59.07
241	11.7711	51.3699	30.22
242	11.9861	51.3957	33.68
243	11.939	51.3153	16.58
244	11.6081	51.3458	223.96
245	11.6268	51.4337	41.38
246	11.5964	51.5088	333.93
247	11.4816	51.5764	97.45
248	11.5017	51.5559	52.28
249	11.4721	51.534	54.59
250	11.6716	51.4739	81.56
251	11.7621	51.4609	17.94
252	11.47	51.6735	260.22
253	11.4167	51.5885	60.21
254	11.6639	51.6246	62.53
255	11.4774	51.6171	22.27
256	12.0088	51.7554	276.73
257	12.0668	51.6989	202.33
258	12.0541	51.8412	97.9
259	12.0794	51.7753	80.25
260	11.9228	51.6847	58.56
261	11.7528	51.8002	335.51
262	11.8301	51.771	110.94
263	11.79	51.6743	92.5
264	11.6678	51.7088	80.85
265	11.7767	51.8396	75.47
266	11.4671	51.8127	362.26
267	11.5486	51.6976	48.55
268	11.2876	51.8607	37.09
269	11.3112	51.7243	57.91
270	11.3785	51.7926	16.77
271	11.298	51.817	28.4
272	11.3067	51.7834	27.18
273	11.3698	51.8145	26.08
274	11.1364	51.8029	288.6
275	11.1837	51.6835	176.37
276	11.0456	51.7478	196.75
277	11.0643	51.6856	120.75
278	11.2967	51.4763	269.17
279	11.4096	51.4827	188.67
280	11.0611	51.5187	80.26
281	11.0812	51.4325	42.13
282	11.416	51.4013	63.92
283	11.2874	51.626	59.98
284	10.9757	51.5816	28.18
285	10.9914	51.5248	29.32
286	11.3002	51.3615	157.93
287	11.0988	51.361	124.29
288	11.3837	51.2886	104.38
289	11.2432	51.2819	55.69
290	11.1277	51.3007	45.93
291	11.8226	51.138	373.76
292	11.689	51.1249	77.86
293	11.7721	51.2286	82.19
294	11.6674	51.2287	44.55
295	11.6414	51.2776	26.32
296	11.5219	51.2659	70.69
297	11.5342	51.1916	70.25
298	11.5344	51.1371	37.94
299	11.9411	51.1844	470.44
300	12.1097	51.1673	148.94
301	12.0306	51.129	90.07
302	12.1034	51.2365	81.45
303	12.0274	51.2602	38.78
304	12.1336	51.04	437.99
305	11.9497	51.0752	32.77
306	12.0161	51.0257	42.54
307	12.2445	50.9926	31.6
308	12.1981	51.1192	23.09
