begin {Parameters}
Number of BasicAreas
94
Basic Area Type
Point
Metric
geodecimal
end {Parameters}

#Parameter ExtId	XPos	YPos	Activity
begin {BasicAreas}
0	8.7564	52.8671	156.43
1	8.773	52.6783	125.25
2	8.5761	52.7929	122.47
3	8.5748	52.9101	109.19
4	8.812	52.59	45.86
5	8.9641	52.6648	13.52
6	8.686	52.7329	17.59
7	8.8954	52.6922	16.48
8	8.775	52.7531	18.87
9	8.8342	52.7444	14.91
10	8.969	52.7098	19.09
11	8.8482	52.7942	20.83
12	8.6893	52.6221	30.91
13	9.2389	52.9429	269.52
14	9.18	53.004	139.43
15	8.9711	52.8235	87.32
16	9.2705	52.84	95.7
17	9.1273	52.851	70.76
18	9.0259	52.951	86.28
19	9.2194	52.7769	58.9
20	9.0496	52.8865	48.9
21	8.9836	52.7647	30.5
22	9.1183	52.7662	38.58
23	9.1305	52.9348	27.15
24	8.9383	52.9721	25.29
25	9.2563	53.1152	133
26	9.2582	53.2835	233.61
27	9.1186	53.2418	102.56
28	8.8042	53.2578	308.22
29	8.7338	53.1932	136.03
30	8.9747	53.2633	94.09
31	8.6272	53.0499	116.61
32	8.6651	53.0695	214.36
33	8.6096	53.0559	234.63
34	8.6442	53.0173	208.08
35	8.53	53.0499	297.17
36	8.4793	53.1753	69.65
37	8.5946	53.1393	73.48
38	8.8059	53.0811	107.79
39	8.7154	53.0984	149.95
40	8.7833	53.0606	182.65
41	8.8108	53.0542	255.29
42	8.8239	53.0751	199.6
43	8.8433	53.0703	174.94
44	8.8646	53.0653	93.39
45	8.8263	53.0892	119.74
46	8.8498	53.0839	150.92
47	8.8449	53.0997	152.99
48	8.8103	53.0968	250.29
49	8.7713	53.0971	155.16
50	8.7942	53.114	161.3
51	8.7172	53.1309	175.91
52	8.7408	53.1335	158.31
53	8.737	53.0568	302.5
54	8.8239	53.0393	166.57
55	8.8439	53.0419	139.19
56	8.9318	53.0365	155.38
57	8.8911	53.0475	172.71
58	8.9465	53.0719	208.67
59	8.9237	53.0728	178.9
60	8.8835	53.0821	237.74
61	8.9414	53.0994	109.25
62	8.8781	53.1311	168.53
63	8.8725	53.1026	92.74
64	8.6895	53.1737	145.6
65	8.7082	53.156	146.52
66	8.6139	53.1861	158.2
67	8.6321	53.1797	138.48
68	8.648	53.1701	97.52
69	8.5761	53.1967	188.25
70	8.5894	53.2737	184.33
71	8.729	52.9966	295.44
72	9.0373	53.0205	300.74
73	8.8474	52.9986	295.92
74	8.8404	52.9053	233.74
75	8.8907	53.1722	172.14
76	9.0085	53.1023	118.4
77	9.0543	53.0725	150.01
78	9.0119	53.1857	73.17
79	9.2351	52.6416	327.89
80	8.986	52.5904	53.96
81	9.126	52.665	44.09
82	9.1561	52.7126	18.75
83	9.0758	52.6976	22.68
84	9.0668	52.6242	41.82
85	9.1071	52.6399	9.82
86	9.0187	52.6345	12.64
87	9.2168	52.6904	17.64
88	9.2535	52.7429	15.13
89	9.2304	52.7162	9.01
90	9.1471	52.5924	18.05
91	9.2634	52.5734	21.24
92	8.5287	52.7076	89.39
93	8.5286	52.5972	55.24
end {BasicAreas}
