begin {Parameters}
Number of BasicAreas
830
Basic Area Type
Point
Metric
geodecimal
end {Parameters}

#Parameter ExtId	XPos	YPos	Activity
begin {BasicAreas}
0	11.6081	51.3458	223.96
1	11.416	51.4013	63.92
2	11.3002	51.3615	157.93
3	11.0988	51.361	124.29
4	11.3837	51.2886	104.38
5	11.2432	51.2819	55.69
6	11.1277	51.3007	45.93
7	11.5219	51.2659	70.69
8	11.5342	51.1916	70.25
9	11.5344	51.1371	37.94
10	11.3212	50.6278	327.88
11	11.3804	50.5568	35.03
12	11.4225	50.6812	26.56
13	11.4697	50.6327	44.39
14	11.4945	50.6638	22.08
15	11.5078	50.5844	76.96
16	11.5263	50.4502	38.32
17	11.458	50.4667	22.6
18	11.6089	50.4914	102.01
19	11.6101	50.6797	210.1
20	11.5212	50.6626	28.5
21	11.3639	50.753	392.43
22	11.1845	50.6763	118.33
23	11.1046	50.6499	80.08
24	11.2103	50.6457	7.08
25	11.2097	50.6179	16.47
26	11.6474	50.9115	90.16
27	11.5517	50.804	145.52
28	9.4906	51.317	118.59
29	9.4621	51.3199	177.83
30	9.4742	51.302	229.88
31	9.5252	51.2968	235.8
32	9.5346	51.3338	238.83
33	9.4925	51.3389	192.46
34	9.4199	51.341	196.86
35	9.435	51.3249	99.47
36	9.4013	51.3161	144.63
37	9.4087	51.2845	161.92
38	9.4596	51.2835	187.47
39	9.5964	51.1401	141
40	9.4035	51.2519	276.79
41	9.5439	51.3777	122.05
42	9.4628	51.3637	178.11
43	9.5548	51.2691	135.99
44	9.6122	51.2778	124.78
45	9.5838	51.318	100.87
46	9.323	51.2801	103.14
47	9.4892	51.2498	89.88
48	9.3657	51.199	88.13
49	9.6811	51.1202	67.96
50	9.2769	51.3659	69.46
51	9.396	51.367	82.69
52	9.3956	51.2246	73.01
53	9.694	51.2438	59.39
54	9.5106	51.2014	53.65
55	9.3069	51.2215	56.51
56	9.2568	51.2444	63.55
57	9.1841	51.2309	57.11
58	9.3296	51.33	50.42
59	9.5737	51.2202	52.28
60	9.5018	51.0822	43.58
61	9.6173	51.0611	39.43
62	9.5384	51.1753	28.78
63	9.6602	51.3073	15.85
64	9.685	51.4584	258.37
65	9.6509	51.3459	87.39
66	9.1869	51.3279	133.63
67	9.2755	51.1449	147.48
68	9.4051	51.0055	154.13
69	9.2767	51.0429	140.72
70	9.4463	51.1389	115.19
71	9.3462	51.0991	76.86
72	9.5091	50.9922	52.52
73	9.2304	51.0012	34.48
74	9.2068	50.9185	193.44
75	9.334	50.9565	82.68
76	9.3513	50.8748	75.34
77	9.2249	50.8628	53.6
78	9.3951	50.8096	26.25
79	9.2847	50.8337	33.7
80	9.4414	50.9059	12.63
81	9.182	50.5789	33.8
82	9.6816	50.5585	134.89
83	9.6867	50.5928	184.79
84	9.6223	50.5658	127.44
85	9.6873	50.5272	176.28
86	9.7369	50.6684	159.62
87	9.7678	50.5234	159.91
88	9.7441	50.5878	143.71
89	9.5497	50.4192	86.45
90	9.5497	50.6872	102.86
91	9.9794	50.5353	80.29
92	9.5749	50.4696	116.7
93	9.7244	50.4641	103.05
94	9.9008	50.4495	64.94
95	9.8173	50.764	77.38
96	9.5435	50.5719	85.05
97	10.0148	50.6283	48.33
98	9.863	50.5782	60.69
99	9.6852	50.4112	63.05
100	9.6894	50.7084	66.72
101	9.5008	50.5162	46.24
102	9.7995	50.459	45.16
103	9.8205	50.5357	33.09
104	9.8881	50.4914	24.21
105	9.672	50.7639	32.02
106	9.8629	50.6592	27.91
107	9.8964	50.7157	18.33
108	9.8138	50.9798	156.18
109	9.7315	51.017	149.47
110	9.9391	51.0579	92.58
