begin {Parameters}
Number of BasicAreas
129
Basic Area Type
Point
Metric
geodecimal
end {Parameters}

#Parameter ExtId	XPos	YPos	Activity
begin {BasicAreas}
0	10.1828	48.809	103.44
1	10.105	48.8732	143.77
2	10.3439	48.8654	129.03
3	10.1015	48.7823	83.31
4	10.3261	48.7772	79.85
5	10.1788	48.8915	58.13
6	10.2594	48.8703	44.14
7	10.4054	48.8798	18.39
8	10.4177	48.8222	22.36
9	10.1818	48.9635	246.64
10	10.3658	48.9318	46.44
11	10.2199	49.0131	17.26
12	10.1165	49.0324	22.06
13	10.1596	48.9179	31.35
14	10.3184	48.9995	19.92
15	10.352	48.975	17.42
16	10.2663	49.0343	14.62
17	10.0569	49.1329	317.23
18	10.2118	49.0707	50.1
19	10.0484	49.273	51.24
20	10.0903	49.1829	46.5
21	10.1842	49.1388	40.54
22	10.1185	49.0694	33.61
23	10.7149	48.8796	57
24	10.8605	48.8316	54.89
25	10.6872	48.7802	58.29
26	10.8336	48.7867	14.78
27	10.7637	48.8418	13.87
28	10.706	48.8368	16.6
29	10.8053	48.7716	41.48
30	10.7913	48.8809	7.71
31	10.7718	48.9142	10.98
32	10.51	48.8591	195.87
33	10.5783	48.9507	52.88
34	10.6264	48.8473	16.83
35	10.4709	48.7427	14.89
36	10.5969	49.0034	10.55
37	10.5692	48.8681	17.43
38	10.4628	48.7984	11.92
39	10.5456	48.9571	8.31
40	10.4712	48.976	22.74
41	10.6484	48.9572	15.12
42	10.5099	48.7748	5.54
43	10.5069	48.9269	12.31
44	10.4642	48.9297	13.79
45	10.6633	48.9412	8.77
46	10.5922	48.7675	15.35
47	10.5738	48.8057	24
48	10.6351	48.9132	18.09
49	10.5229	48.8302	12.31
50	10.4682	48.8911	32.7
51	10.6174	48.8831	13.75
52	10.0976	48.7447	75.79
53	10.8901	49.389	96.4
54	10.684	49.3993	54.31
55	10.9123	49.1715	51.09
56	10.9338	49.2356	53.36
57	10.9307	49.3431	31.33
58	10.5553	49.2893	398.77
59	10.1603	49.3668	117.96
60	10.3175	49.0802	115.44
61	10.334	49.174	119.98
62	10.791	49.3485	90.82
63	10.8109	49.2881	76.29
64	10.4809	49.23	74.12
65	10.5551	49.172	62.1
66	10.8263	49.2593	59.72
67	10.4022	49.295	56.18
68	10.7159	49.3266	48.58
69	10.2537	49.294	39.63
70	10.7028	49.2676	38.14
71	10.3869	49.2421	28.24
72	10.6943	49.3516	14.41
73	10.3063	49.3205	9.45
74	10.5869	49.2233	32.07
75	10.4761	49.1399	12.31
76	10.4089	49.3724	20.87
77	10.4182	49.1392	25.28
78	10.2931	49.257	16.38
79	10.3829	49.1049	26.39
80	10.5194	49.4057	24.59
81	10.2194	49.3422	17.76
82	10.307	49.3632	14.09
83	10.1578	49.3183	11.89
84	10.4981	49.3577	28.71
85	10.3499	49.0236	15.4
86	10.2246	49.3803	18.72
87	10.6539	49.2876	32.52
88	10.1843	49.2029	32.89
89	10.3004	49.1134	28.61
90	10.6226	49.362	27.32
91	10.1616	49.26	9.39
92	10.472	49.1694	13.87
93	10.3947	49.0169	21
94	10.2964	49.3936	10.47
95	10.2205	49.2429	15.83
96	10.7328	49.2206	28.32
97	10.7327	49.1154	165.02
98	10.5859	49.0443	64.96
99	10.7454	48.9948	27.89
100	10.8509	49.1603	12.89
101	10.6362	49.1325	22.57
102	10.7808	49.0592	17.92
103	10.5449	49.0951	21.19
104	10.5116	49.0493	10.47
105	10.7089	49.0533	8.61
106	10.794	49.1613	25.54
107	10.4548	49.1001	21.43
108	10.6872	49.2043	26.77
109	10.8021	49.2137	15.45
110	10.7158	49.1634	19.91
111	10.651	49.1741	17.28
112	10.8638	49.1131	14.62
113	10.5541	49.0537	7.31
114	10.8421	49.0794	11.78
115	10.6162	49.0939	8.95
116	10.4478	49.0325	13.69
117	10.6305	49.2138	21.09
118	10.6738	49.0014	12.3
119	10.4484	49.0697	12.93
120	10.865	48.9525	134.15
121	10.9844	49.0098	178.2
122	10.9845	49.1217	73.25
123	10.9277	49.0726	35.29
124	10.864	49.0361	9.77
125	10.913	48.8928	24.05
126	10.8321	49.0057	13.58
127	10.8017	49.0206	8.71
128	10.7312	48.9291	20.37
end {BasicAreas}
