begin {Parameters}
Number of BasicAreas
4999
Basic Area Type
Point
Metric
l2
end {Parameters}

#Parameter	ExtId	XPos	YPos	Activity	Activity
begin {BasicAreas}
0	100.214	25.7244	3	5
1	100.219	25.7316	3	7
2	100.218	25.7306	2	3
3	100.219	25.7256	2	8
4	100.219	25.7278	3	6
5	100.222	25.7287	2	7
6	100.216	25.7334	2	6
7	100.216	25.7356	1	3
8	100.214	25.7335	2	5
9	100.213	25.7361	2	6
10	100.212	25.7337	2	7
11	100.23	25.72	1	2
12	100.227	25.7152	2	6
13	100.227	25.7176	1	4
14	100.227	25.7219	1	4
15	100.226	25.7197	1	1
16	100.224	25.722	1	1
17	100.225	25.7171	3	7
18	100.223	25.7197	3	10
19	100.223	25.715	3	7
20	100.222	25.7168	2	4
21	100.235	25.7164	1	4
22	100.233	25.7164	1	2
23	100.23	25.7156	3	6
24	100.223	25.7284	3	7
25	100.221	25.7304	2	5
26	100.222	25.7257	3	9
27	100.233	25.7288	3	9
28	100.229	25.7298	1	1
29	100.227	25.7314	1	2
30	100.233	25.726	1	1
31	100.225	25.7291	3	9
32	100.234	25.7432	1	3
33	100.229	25.7432	1	2
34	100.23	25.7324	3	10
35	100.233	25.7342	2	6
36	100.229	25.7347	1	1
37	100.236	25.7311	3	6
38	100.237	25.7338	1	4
39	100.234	25.7356	1	4
40	100.233	25.7311	2	5
41	100.239	25.7261	3	5
42	100.24	25.7291	1	4
43	100.241	25.7358	2	5
44	100.237	25.7285	2	2
45	100.236	25.726	2	4
46	100.247	25.7291	3	11
47	100.24	25.7238	2	5
48	100.237	25.723	1	2
49	100.245	25.7288	1	4
50	100.245	25.7309	1	4
51	100.243	25.7324	2	6
52	100.243	25.7299	1	4
53	100.243	25.7269	2	6
54	100.242	25.7336	2	5
55	100.241	25.7321	1	4
56	100.238	25.7375	1	1
57	100.239	25.7329	2	5
58	100.238	25.7309	1	4
59	100.254	25.7189	2	7
60	100.254	25.7161	3	9
61	100.252	25.7171	1	1
62	100.254	25.7226	2	6
63	100.258	25.7239	2	4
64	100.253	25.7212	1	2
65	100.254	25.7267	3	7
66	100.246	25.7419	1	2
67	100.247	25.7388	1	1
68	100.244	25.7413	1	4
69	100.244	25.7395	2	4
70	100.244	25.7436	3	7
71	100.242	25.7388	3	6
72	100.242	25.7418	3	5
73	100.239	25.7418	1	2
74	100.245	25.7379	2	6
75	100.237	25.7406	2	5
76	100.249	25.7312	1	3
77	100.279	25.7193	2	7
78	100.272	25.709	2	6
79	100.269	25.71	3	9
80	100.271	25.7171	2	6
81	100.272	25.718	3	5
82	100.268	25.7163	2	7
83	100.268	25.7216	3	6
84	100.267	25.7188	3	9
85	100.265	25.723	2	6
