begin {Parameters}
Number of BasicAreas
213
Basic Area Type
Point
Metric
geodecimal
end {Parameters}

#Parameter ExtId	XPos	YPos	Activity
begin {BasicAreas}
0	6.6415	49.7473	165.54
1	6.687	49.7743	160.19
2	6.67098	49.8021	152.4
3	6.60789	49.7368	207.86
4	6.64803	49.7454	149.62
5	6.67927	49.7314	160.88
6	6.56399	49.8579	77.18
7	6.63082	49.8356	22.91
8	6.52448	49.7366	16.36
9	6.60512	49.8051	26.69
10	6.51148	49.8035	23.02
11	6.57618	49.7642	34.64
12	6.68045	49.8834	29.46
13	6.6949	49.592	39.25
14	6.73075	49.6725	40.4
15	6.78405	49.7136	102
16	6.72729	49.767	16.96
17	6.75458	49.7449	20.65
18	6.59732	49.6773	173.81
19	6.50476	49.6946	18.03
20	6.53697	49.696	20.91
21	6.74581	49.8391	62.95
22	6.81577	49.8309	80.49
23	6.79941	49.7697	24.33
24	6.76846	49.8618	25.32
25	6.72799	49.8001	24.88
26	6.82884	49.7909	22.14
27	6.9116	49.8483	23.74
28	6.91609	49.8217	11.14
29	6.95039	49.6563	63.75
30	6.94143	49.6796	48.14
31	6.88451	49.6765	25.14
32	7.03954	49.6636	17.36
33	7.01596	49.7552	22.27
34	6.94386	49.7737	47.73
35	6.82333	49.6277	18.88
36	6.7796	49.6147	34.47
37	6.49142	49.5844	83.11
38	6.48121	49.554	83.14
39	6.54836	49.5428	15.45
40	6.62738	49.5862	15.2
41	6.47199	49.6383	18.52
42	6.6038	49.5665	14.27
43	6.50634	49.6592	24.29
44	6.43619	49.6078	13.78
45	6.61393	49.6434	13.91
46	7.11304	49.8729	57.42
47	6.97221	49.8612	9.99
48	7.0857	49.8057	112.46
49	6.92767	49.8619	20.25
50	6.79306	49.879	21.69
51	6.61746	49.8966	10.82
52	7.46734	49.8813	29.58
53	7.61653	49.7804	84.93
54	7.66454	49.7622	25.14
55	7.60201	49.8119	24.93
56	7.71638	49.7589	18.01
57	7.67248	49.7096	30.55
58	7.6162	49.7132	23.67
59	7.50583	49.7843	149.47
60	7.40312	49.7815	19.83
61	7.53011	49.8205	20.29
62	7.44044	49.8297	13.04
63	7.56274	49.7194	4.23
64	7.32589	49.8618	31.28
65	7.38508	49.8447	10.38
66	7.5497	49.7899	23.1
67	7.53083	49.8573	11.87
68	7.33156	49.7235	370.21
69	7.34662	49.7838	9.51
70	7.30063	49.7701	160.5
71	7.17558	49.6476	86.02
72	7.16159	49.6619	90.95
73	7.19803	49.6108	25.59
74	7.38572	49.6411	43.27
75	7.28138	49.6213	33.67
76	7.3041	49.5764	14.41
77	7.24109	49.6026	14.57
78	7.00003	49.2365	89.43
79	6.97689	49.2559	252.78
80	6.96862	49.2774	180.56
81	6.96726	49.2218	133.74
82	7.00403	49.2117	156.25
83	7.04352	49.232	185.48
84	7.02699	49.2481	118.91
85	7.03032	49.2773	248.72
86	6.92143	49.2647	66.44
87	6.87292	49.2307	58.36
88	6.91402	49.2296	74.05
89	7.04434	49.1838	32.68
90	7.06792	49.1979	126.22
91	7.11327	49.225	37.64
92	7.0795	49.2274	44.88
93	7.06781	49.2472	42.37
94	6.94625	49.3472	199.63
95	7.08076	49.1473	131.25
96	7.08057	49.296	192.05
97	7.03179	49.3181	150.9
98	6.94687	49.3058	152.83
99	7.08907	49.33	118.95
100	6.81371	49.2195	434.8
101	6.8963	49.2932	208.22
102	6.82232	49.1838	96.64
103	6.82172	49.2779	76.29
104	7.13036	49.2736	402.95
105	7.15499	49.1851	117.87
106	7.34264	49.3166	456.25
107	7.27745	49.2136	232.06
108	7.26643	49.3653	193.81
109	7.23924	49.1542	71.96
110	7.25417	49.2999	101.15
111	7.37141	49.2536	366.79
112	7.42168	49.1929	49.65
113	7.44333	49.2389	50.81
114	7.36857	49.182	20.62
115	7.43923	49.3027	8.18
116	7.48904	49.2393	14.61
117	7.5116	49.1891	0.26
118	7.52676	49.2696	10.54
119	7.50158	49.282	8.17
120	7.51452	49.2503	22.62
121	7.18611	49.3398	236.38
122	7.22398	49.3247	132.13
123	7.18757	49.3622	146.35
124	7.06341	49.383	190.97
125	7.1966	49.4115	155.47
126	6.99275	49.396	185.68
127	7.11939	49.3654	177.5
128	7.15177	49.311	149.25
129	7.06708	49.3543	112.95
130	7.19111	49.4629	273.24
131	6.96896	49.571	92.5
132	7.10705	49.5796	109.62
133	7.24392	49.5419	88.38
134	6.99112	49.4793	133.74
135	7.16907	49.5135	76.46
136	7.06023	49.457	119.14
137	7.10059	49.5228	66.11
138	6.62171	49.4502	310.45
139	6.72988	49.5048	167.41
140	6.88666	49.54	172.07
141	6.5572	49.4938	121.2
142	6.73799	49.4175	162.6
143	6.43292	49.4992	62.59
144	6.8103	49.5462	64.35
145	6.75199	49.3087	382.07
146	6.73876	49.3661	214.99
147	6.83866	49.3067	189.95
148	6.62545	49.3723	157.5
149	6.78373	49.2453	188.68
150	6.84809	49.3495	141.24
151	6.67142	49.314	99.88
152	6.71641	49.2588	121.08
153	6.79034	49.2991	66.97
154	6.80548	49.3889	96.8
155	6.92373	49.426	216.79
156	6.86555	49.446	173.63
157	7.56702	49.4022	94.6
158	7.64259	49.3599	101.16
159	7.63436	49.4146	25.21
160	7.39161	49.5339	72.58
161	7.35142	49.539	75.09
162	7.56896	49.443	85.85
163	7.53143	49.4861	77.13
164	7.47123	49.4217	40.48
