begin {Parameters}
Number of BasicAreas
513
Basic Area Type
Point
Metric
geodecimal
end {Parameters}

#Parameter ExtId	XPos	YPos	Activity
begin {BasicAreas}
0	11.6081	51.3458	223.96
1	11.6268	51.4337	41.38
2	11.5964	51.5088	333.93
3	11.4816	51.5764	97.45
4	11.5017	51.5559	52.28
5	11.4721	51.534	54.59
6	11.6716	51.4739	81.56
7	11.47	51.6735	260.22
8	11.4167	51.5885	60.21
9	11.6639	51.6246	62.53
10	11.4774	51.6171	22.27
11	11.6678	51.7088	80.85
12	11.4671	51.8127	362.26
13	11.5486	51.6976	48.55
14	11.2876	51.8607	37.09
15	11.3112	51.7243	57.91
16	11.3785	51.7926	16.77
17	11.298	51.817	28.4
18	11.3067	51.7834	27.18
19	11.3698	51.8145	26.08
20	11.1364	51.8029	288.6
21	11.1837	51.6835	176.37
22	11.0456	51.7478	196.75
23	11.0643	51.6856	120.75
24	11.2967	51.4763	269.17
25	11.4096	51.4827	188.67
26	11.0611	51.5187	80.26
27	11.0812	51.4325	42.13
28	11.416	51.4013	63.92
29	11.2874	51.626	59.98
30	10.9757	51.5816	28.18
31	10.9914	51.5248	29.32
32	11.3002	51.3615	157.93
33	11.0988	51.361	124.29
34	11.3837	51.2886	104.38
35	11.2432	51.2819	55.69
36	11.1277	51.3007	45.93
37	11.689	51.1249	77.86
38	11.6674	51.2287	44.55
39	11.6414	51.2776	26.32
40	11.5219	51.2659	70.69
41	11.5342	51.1916	70.25
42	11.5344	51.1371	37.94
43	11.3212	50.6278	327.88
44	11.3804	50.5568	35.03
45	11.4225	50.6812	26.56
46	11.4697	50.6327	44.39
47	11.4945	50.6638	22.08
48	11.5078	50.5844	76.96
49	11.5263	50.4502	38.32
50	11.458	50.4667	22.6
51	11.6089	50.4914	102.01
52	11.6625	50.526	52.91
53	11.6101	50.6797	210.1
54	11.5212	50.6626	28.5
55	11.6823	50.6571	49.93
56	11.3639	50.753	392.43
57	11.1845	50.6763	118.33
58	11.1046	50.6499	80.08
59	11.2103	50.6457	7.08
60	11.2097	50.6179	16.47
61	11.5877	50.9518	246.14
62	11.555	50.9067	237.71
63	11.6128	50.89	340.33
64	11.6147	50.9272	136.39
65	11.6474	50.9115	90.16
66	11.5517	50.804	145.52
67	11.653	51.0026	52.58
68	9.6984	52.1173	96.46
69	9.6022	52.0566	110.29
70	9.7997	52.0966	56.59
71	9.7495	52.0656	16.53
72	9.791	52.0399	10.28
73	9.8462	52.0892	14.25
74	9.6948	52.0704	29.42
75	9.8044	52.0526	12.13
76	9.8178	51.9852	222.92
77	9.7788	51.9359	92.84
78	9.8971	52.0254	65.23
79	9.884	51.9348	35.94
80	9.9008	51.9539	5.37
81	9.9776	51.9198	6.52
82	9.946	51.9324	8.41
83	9.6848	51.9947	30.87
84	9.7276	51.9882	7.81
85	9.7229	52.0343	5.08
86	9.6802	52.0433	8.95
87	9.6685	52.0245	4.6
88	9.9472	51.9829	7.53
89	9.9577	51.971	9.31
90	10.0188	52.0715	144.62
91	10.1049	52.0099	114.84
92	10.1344	52.0931	68.69
93	10.0277	51.9661	38.57
94	9.9822	52.0124	9.57
95	9.9319	52.0927	70.63
96	9.3883	52.0933	176.41
97	9.305	51.9685	224.65
98	9.2433	52.0596	122.23
99	9.4151	52.0262	112.42
100	9.5187	52.1032	81.24
101	9.3935	51.9512	13.67
102	9.2628	51.917	119.44
103	9.4906	51.317	118.59
104	9.4621	51.3199	177.83
105	9.4742	51.302	229.88
106	9.5252	51.2968	235.8
107	9.5346	51.3338	238.83
108	9.4925	51.3389	192.46
109	9.4199	51.341	196.86
110	9.435	51.3249	99.47
111	9.4013	51.3161	144.63
112	9.4087	51.2845	161.92
113	9.4596	51.2835	187.47
114	9.5964	51.1401	141
115	9.4035	51.2519	276.79
116	9.5439	51.3777	122.05
117	9.4628	51.3637	178.11
118	9.5548	51.2691	135.99
119	9.6122	51.2778	124.78
120	9.5838	51.318	100.87
121	9.323	51.2801	103.14
122	9.4892	51.2498	89.88
123	9.3657	51.199	88.13
124	9.6811	51.1202	67.96
125	9.2769	51.3659	69.46
126	9.396	51.367	82.69
127	9.3956	51.2246	73.01
128	9.694	51.2438	59.39
129	9.5106	51.2014	53.65
130	9.3069	51.2215	56.51
131	9.462	51.3964	48.83
132	9.3296	51.33	50.42
133	9.5737	51.2202	52.28
134	9.5018	51.0822	43.58
135	9.6173	51.0611	39.43
136	9.5384	51.1753	28.78
137	9.6602	51.3073	15.85
138	9.685	51.4584	258.37
139	9.6509	51.3459	87.39
140	9.5972	51.5061	53.74
141	9.4788	51.5282	167.55
142	9.4957	51.4356	72.25
143	9.3519	51.412	78.68
144	9.4449	51.6346	45.65
145	9.4273	51.5791	57.9
146	9.4132	51.4421	62.61
147	9.2846	51.501	37.28
148	9.5914	51.5908	37.68
149	9.247	51.5902	98.51
150	9.2755	51.1449	147.48
151	9.4051	51.0055	154.13
152	9.2767	51.0429	140.72
153	9.4463	51.1389	115.19
154	9.3462	51.0991	76.86
155	9.5091	50.9922	52.52
156	9.334	50.9565	82.68
157	9.3513	50.8748	75.34
158	9.3951	50.8096	26.25
159	9.2847	50.8337	33.7
160	9.4414	50.9059	12.63
161	9.6816	50.5585	134.89
162	9.6867	50.5928	184.79
163	9.6223	50.5658	127.44
164	9.6873	50.5272	176.28
165	9.7369	50.6684	159.62
166	9.7678	50.5234	159.91
167	9.7441	50.5878	143.71
168	9.5497	50.4192	86.45
169	9.5497	50.6872	102.86
170	9.9794	50.5353	80.29
171	9.5749	50.4696	116.7
172	9.7244	50.4641	103.05
173	9.9008	50.4495	64.94
174	9.8173	50.764	77.38
175	9.5435	50.5719	85.05
176	10.0148	50.6283	48.33
177	9.863	50.5782	60.69
178	9.6852	50.4112	63.05
179	9.6894	50.7084	66.72
180	9.5008	50.5162	46.24
181	9.7995	50.459	45.16
182	9.8205	50.5357	33.09
183	9.8881	50.4914	24.21
184	9.672	50.7639	32.02
185	9.8629	50.6592	27.91
186	9.8964	50.7157	18.33
187	9.8138	50.9798	156.18
188	9.7315	51.017	149.47
189	9.9391	51.0579	92.58
190	9.9823	50.954	53.56
191	9.66	51.0308	53.7
192	9.934	51.0051	33.37
193	9.8821	50.9375	25.99
194	9.8366	51.0547	18.71
195	9.6934	50.9046	369.88
196	9.9771	50.8923	84.42
197	9.971	50.849	48.31
198	9.6077	50.8007	56.13
199	9.563	50.847	40.42
200	9.825	50.8276	49.17
201	9.4607	50.8506	36.53
202	9.7331	50.824	34.3
203	9.9304	50.8144	35.16
204	9.5688	50.9112	32.28
205	9.4972	50.7775	20.44
206	9.8693	50.8812	24.48
207	9.3109	50.7611	180.29
208	9.3082	50.681	33.93
209	9.4311	50.7347	29.87
210	9.369	50.6382	146.38
211	9.3491	50.4875	53.43
212	9.3693	50.5504	52.44
213	9.5056	50.6365	32.56
214	9.4578	50.6211	40.64
215	9.2934	50.5862	27.09
216	9.4606	50.3451	111.95
217	9.4057	50.4358	34.5
218	10.0431	50.7953	89.95
219	9.9873	50.7995	30.6
220	9.9748	50.707	74.49
221	10.2511	50.8284	251.32
222	10.3616	50.8256	87.61
223	10.1369	50.6628	64.25
224	10.3042	50.8007	36.26
225	10.1413	50.7644	39.83
226	10.1053	50.8506	79.73
227	10.1335	50.7084	42.59
228	10.1788	50.8449	39.7
229	9.9337	51.5342	136.62
230	9.9873	51.5404	147.98
231	9.9834	51.5702	148.12
232	9.8612	51.5446	160.81
233	9.9029	51.535	228.82
234	9.9445	51.5077	190.51
235	9.972	51.5225	246.98
236	10.2549	51.5185	232.85
237	9.9415	51.5946	132.34
238	9.8807	51.4672	114.61
239	9.7431	51.4857	96.6
240	10.0698	51.4752	91.62
241	9.9179	51.4392	93.47
242	10.1112	51.563	77.58
243	9.7387	51.5681	71.91
244	10.0023	51.7229	319.02
245	9.6401	51.6366	164.41
246	9.9543	51.637	85.81
247	9.8046	51.6555	85.93
248	9.8076	51.7002	74.74
249	10.0959	51.6718	76.25
250	9.535	51.6559	63.15
251	10.2326	51.644	43.9
252	10.1811	51.6557	19.87
253	9.8587	51.3506	73.6
254	9.9078	51.3353	13.5
255	9.8766	51.2999	20.98
256	9.807	51.3093	13.8
257	9.7369	51.325	33.1
258	9.8204	51.3845	10.7
259	9.7415	51.196	139.56
260	9.955	51.2757	94.54
261	9.7935	51.247	78.95
262	9.8906	51.3836	20.24
263	10.0362	51.1861	220.94
264	10.0713	51.2206	55.76
265	10.1706	51.1641	48.24
266	9.8647	51.1341	50.89
267	9.9981	51.1489	56.41
268	9.9129	51.1981	35.37
269	10.124	51.0305	31.65
270	10.0707	51.0919	34.92
271	9.9097	51.2381	18.42
272	10.1227	51.1193	12.9
273	10.1544	51.3207	286.79
274	10.032	51.3572	140.62
275	10.3093	51.3829	193
276	10.3406	51.4539	217.42
277	10.4433	51.5243	103.56
278	10.3022	51.3273	80.22
279	10.4296	51.3793	73.93
280	10.2495	51.2705	58.25
281	10.3569	51.6315	172.93
282	10.4382	51.609	124.2
283	10.1964	51.5961	146.98
284	10.5469	51.5893	86.66
285	10.5199	51.7141	24.53
286	10.6221	51.5798	25.83
287	10.5785	51.6306	17.28
288	10.6244	51.6238	13.79
289	10.3977	51.7051	262.94
290	10.1915	51.7891	59.45
291	10.2295	51.8078	40.23
292	9.9622	51.8476	79.02
293	9.8599	51.8192	290.78
294	10.0245	51.8892	113.74
295	9.6067	51.7542	118.09
296	10.0706	51.7832	75.12
297	9.5167	51.7896	218.24
298	9.4999	51.9643	109.14
299	9.5671	52.0097	18.81
300	9.6107	51.8591	111.81
301	9.6873	51.9172	60.7
302	9.6007	51.9697	8.87
303	9.6331	51.9644	5.2
304	9.4756	51.8894	44.76
305	9.5308	51.8989	10.72
306	9.5827	51.91	5.08
307	9.5798	51.8949	7.66
308	9.3862	51.8954	27
309	9.4115	51.8746	10.25
310	9.3554	51.7721	332.73
311	9.3438	51.6782	156.57
312	9.4443	51.728	39.35
313	9.4061	51.6837	27.52
314	9.4075	51.7273	13.31
315	10.7694	52.128	106.62
316	10.3862	52.0614	313.33
317	10.227	52.0897	29.33
318	10.2819	52.087	19.09
319	10.3053	52.0646	17.14
320	10.243	52.0575	11.69
321	10.2411	52.0304	10.4
322	10.5485	52.0866	71.46
323	10.5616	52.0256	98.01
324	10.6845	52.0678	6.14
325	10.738	52.0713	5.41
326	10.8949	52.0794	13.44
327	10.8464	52.0706	4.54
328	10.8186	52.0757	8.28
329	10.9377	52.0807	7.19
330	10.4199	51.7958	208.82
331	10.4807	51.9063	193.89
332	10.4049	51.9087	46.45
333	10.5706	51.8819	234.08
334	10.3358	51.8076	158.18
335	10.3242	51.9204	137.31
336	10.5526	51.9509	114.6
337	10.6071	51.7264	57.48
338	10.399	52.0078	96.73
339	10.4458	51.8091	23.71
340	10.2856	51.8302	12.45
341	10.1421	51.8884	225.36
342	10.2533	51.9827	45.96
343	11.0755	51.9002	390.2
344	10.955	51.9254	77.66
345	11.198	51.885	33.75
346	11.103	51.8625	22.43
347	10.7306	51.9873	119.1
348	10.8953	52.0037	62.54
349	11.0222	51.9994	49.69
350	10.7844	51.8525	384.36
351	10.7076	51.8722	168.4
352	10.75	51.7324	64.54
353	10.728	51.662	25.89
354	10.6402	51.7952	8.67
355	10.9212	51.7704	233.64
356	10.9641	51.8682	45.39
357	10.8592	51.6724	45.4
358	11.5609	52.0942	109.34
