begin {Parameters}
Number of BasicAreas
1019
Basic Area Type
Point
Metric
geodecimal
end {Parameters}

#Parameter ExtId	XPos	YPos	Activity
begin {BasicAreas}
0	8.9841	51.8628	186.95
1	9.0636	51.8523	135.7
2	9.0416	51.7251	193.01
3	9.1763	51.7183	177.88
4	9.0927	51.8121	71.27
5	8.7527	51.7158	292.49
6	8.8301	51.7235	225.91
7	8.7517	51.7375	355.4
8	8.7417	51.7707	245.24
9	8.7046	51.7253	245.24
10	8.5424	51.7766	285.69
11	8.5922	51.5516	222.22
12	8.5956	51.6704	230.02
13	8.6681	51.8382	154.34
14	8.8779	51.6175	106.96
15	8.826	51.7942	149.2
16	8.7654	51.6539	127.17
17	8.7356	51.5339	120.36
18	8.9385	51.7441	94.64
19	8.8316	51.8437	85.92
20	8.3003	51.8456	440.33
21	8.4341	51.799	274.22
22	8.5242	51.8807	229.13
23	8.3109	51.7658	79.15
24	9.4035	51.2519	276.79
25	9.323	51.2801	103.14
26	9.3657	51.199	88.13
27	9.2769	51.3659	69.46
28	9.3956	51.2246	73.01
29	9.3069	51.2215	56.51
30	9.2568	51.2444	63.55
31	9.1841	51.2309	57.11
32	9.3296	51.33	50.42
33	9.4788	51.5282	167.55
34	9.3519	51.412	78.68
35	9.4273	51.5791	57.9
36	9.4132	51.4421	62.61
37	9.2846	51.501	37.28
38	9.089	51.514	241.3
39	8.836	51.4637	227.57
40	9.247	51.5902	98.51
41	9.0923	51.6049	90.17
42	9.0211	51.3598	168.41
43	9.1869	51.3279	133.63
44	9.1001	51.4123	70.73
45	8.99	51.4777	59.05
46	8.9554	51.3354	48.76
47	9.2055	51.4373	39.01
48	8.8449	51.2719	245.1
49	8.6659	51.2961	67.61
50	9.0348	51.2466	78.94
51	8.9002	51.1779	64.35
52	8.7944	51.3441	56.94
53	9.0866	51.0876	180.7
54	9.0818	51.1658	70.42
55	9.2755	51.1449	147.48
56	9.4051	51.0055	154.13
57	9.2767	51.0429	140.72
58	9.3462	51.0991	76.86
59	9.1544	51.0587	43.12
60	9.2304	51.0012	34.48
61	9.2068	50.9185	193.44
62	9.334	50.9565	82.68
63	9.3513	50.8748	75.34
64	9.2249	50.8628	53.6
65	9.0631	50.9519	36.47
66	9.1221	50.9918	28.75
67	9.3951	50.8096	26.25
68	9.2847	50.8337	33.7
69	8.7455	50.8081	282
70	8.7762	50.813	233.56
71	8.6995	50.8133	115.93
72	8.8213	50.7985	142.94
73	8.7875	51.0719	191.21
74	8.5748	50.7798	125.75
75	8.4766	50.7711	87.6
76	8.708	50.921	95.89
77	8.8331	50.739	89.15
78	8.6497	51.0144	57.36
79	8.809	50.8778	70.32
80	8.7033	50.8584	66.54
81	8.703	50.7653	69.27
82	8.7899	51.0077	52.3
83	8.6047	50.7197	57.67
84	8.7829	51.17	45.98
85	8.6581	51.0394	56.44
86	8.9147	51.1061	36.86
87	8.706	50.7038	40.63
88	8.9795	51.0378	37.77
89	8.5503	50.987	34.45
90	8.6685	50.9597	37.34
91	8.8227	50.9841	22.51
92	8.5248	50.9164	141.29
93	8.5532	50.846	120.54
94	8.4299	50.8752	68.22
95	8.4187	50.8344	45.09
96	9.0218	50.8304	215.87
