begin {Parameters}
Number of BasicAreas
889
Basic Area Type
Point
Metric
geodecimal
end {Parameters}

#Parameter ExtId	XPos	YPos	Activity
begin {BasicAreas}
0	8.8828	50.0163	427.8
1	8.6635	49.9913	343.96
2	8.7011	50.0044	398.39
3	8.7977	49.978	257.87
4	8.6287	49.982	97.21
5	9.1616	49.9748	223.9
6	9.1262	49.9761	263.74
7	9.1728	49.9463	182.33
8	9.065	49.9118	155.87
9	9.117	49.8249	87.3
10	9.2111	49.9585	82.99
11	9.0556	49.983	74.52
12	9.2024	49.8356	87.02
13	9.17	49.914	69.22
14	9.1956	49.8702	55.95
15	9.221	49.8732	19.89
16	9.124	49.9066	46.99
17	9.3641	49.9974	53.89
18	9.236	49.8982	47.5
19	9.0763	49.8581	50.03
20	9.2646	49.967	57.37
21	9.3089	49.9669	39.55
22	9.3974	49.9586	18.65
23	9.2934	49.8339	42.51
24	9.1348	49.8758	39.76
25	9.292	49.8811	22.12
26	9.3331	49.8619	20.45
27	9.303	49.9235	24
28	9.3756	49.932	21.29
29	9.246	49.6899	97.49
30	9.1799	49.8102	98.4
31	9.1788	49.7675	62.82
32	9.1962	49.6383	46.86
33	9.2278	49.7361	51.31
34	9.184	49.7179	43.02
35	9.1651	49.7423	13.5
36	9.3064	49.7241	43.19
37	9.3655	49.6886	28.43
38	9.3905	49.7044	15.54
39	9.1433	49.6154	24.61
40	9.2652	49.7909	25.6
41	9.255	49.766	15.09
42	9.2579	49.6213	16.01
43	9.1431	49.6785	21.01
44	9.1413	49.7844	48.5
45	8.6535	49.8715	102.25
46	8.6614	49.8528	207.75
47	8.7067	49.8866	156.45
48	8.6803	49.8991	204.16
49	8.6792	49.9238	213.95
50	8.6273	49.8838	115.51
51	8.6031	49.8515	145.09
52	8.6433	49.8209	229.95
53	8.5925	49.8038	246.55
54	8.5927	49.9202	235.32
55	8.6612	49.7615	165.49
56	8.5611	49.8563	239.04
57	8.8266	49.8266	175.03
58	8.6946	49.8087	135.37
59	8.7459	49.8197	154.1
60	8.7667	49.8696	117.22
61	8.8525	49.7013	91.39
62	8.6332	49.9554	66.97
63	8.8831	49.7694	60.33
64	8.7428	49.7566	49.74
65	8.82	49.7869	43.07
66	8.594	49.7598	51.95
67	8.8068	49.759	26.79
68	8.8316	49.7477	33.68
69	8.7604	49.9274	39.64
70	8.4781	49.9161	230
71	8.5651	49.9863	322.32
72	8.4622	49.8341	200.5
73	8.4773	49.9541	103.6
74	8.5383	49.9139	130.3
75	8.5079	49.7536	94.77
76	8.628	49.6916	378.61
77	8.6608	49.6426	254.02
78	8.5593	49.6438	117.17
79	8.8033	49.6554	108.26
80	8.579	49.7465	90.67
81	8.7588	49.6283	81.34
82	8.6113	49.7234	66.65
83	8.7665	49.702	53.17
84	8.5284	49.6806	58.13
85	8.715	49.7183	72.78
86	8.8434	49.6308	38.98
87	9.0062	49.6301	130.82
88	9.0324	49.6899	168.98
89	8.9981	49.7417	93.25
90	8.9698	49.7897	99.1
91	8.96	49.5559	69.55
92	9.0387	49.8241	73.82
93	9.0696	49.7693	73.28
94	8.9444	49.7337	37.14
95	9.0748	49.5567	7.24
96	8.9138	49.6543	25.93
97	8.9178	49.5268	25.61
