begin {Parameters}
Number of BasicAreas
833
Basic Area Type
Point
Metric
geodecimal
end {Parameters}

#Parameter ExtId	XPos	YPos	Activity
begin {BasicAreas}
0	8.6225	50.4277	246.13
1	8.5005	50.4308	51.14
2	8.3796	50.4232	92.67
3	8.2891	50.4368	48.36
4	9.5497	50.4192	86.45
5	9.5664	50.3503	166.95
6	9.6508	50.2943	99.15
7	9.4606	50.3451	111.95
8	9.4057	50.4358	34.5
9	8.2742	50.0009	182.1
10	8.2585	50.0104	270.59
11	8.2282	50.0228	133.02
12	8.2384	50.0045	178.36
13	8.2052	50.0025	131.78
14	8.1742	49.9854	127.93
15	8.2109	49.9651	132.21
16	8.2316	49.9809	158.73
17	8.2621	49.9376	168.95
18	8.3125	49.9639	179.78
19	8.2727	49.9887	196.25
20	8.0612	49.9686	244.94
21	8.106	49.7654	183.94
22	7.9967	49.7429	177.96
23	8.0499	49.7895	36.64
24	8.1958	49.777	33.72
25	8.3086	50.0132	151.63
26	8.2845	50.0229	83.92
27	8.1756	50.0199	85.12
28	8.1216	50.0031	65.66
29	8.1277	49.9719	21.55
30	8.2054	49.9009	73.86
31	8.1503	49.9174	201.79
32	8.1454	49.9185	43.1
33	8.3508	49.8377	80.52
34	8.2889	49.8409	160.55
35	8.32	49.8751	71.91
36	8.1097	49.8388	81.46
37	8.1667	49.8412	86.01
38	8.1408	49.874	66.96
39	8.3132	49.9288	65.28
40	8.2854	49.9042	59.2
41	8.3313	49.9115	50
42	8.0172	49.9476	62.84
43	8.0112	49.9193	50.96
44	7.9843	49.859	55.16
45	8.0531	49.8497	43.72
46	7.9713	49.7979	53.34
47	7.9537	50.2732	41.28
48	7.938	50.3076	57.36
49	8.6501	50.1125	10
50	8.6833	50.1119	63.1
51	8.6826	50.1159	36.89
52	8.7236	50.1167	76.1
53	8.697	50.1212	241.38
54	8.6864	50.1252	168.37
55	8.6784	50.139	167.21
56	8.6761	50.1254	101.28
57	8.6653	50.1243	132.57
58	8.6606	50.1157	80.55
59	8.6248	50.1052	181.7
60	8.654	50.1007	65.35
61	8.6671	50.1083	29.1
62	8.7152	50.1255	372.47
63	8.7523	50.1269	221.23
64	8.7614	50.1567	176.61
65	8.7173	50.145	211.64
66	8.6499	50.1489	197.79
67	8.6703	50.1627	244.28
68	8.6993	50.1591	245.57
69	8.6704	50.199	320.77
70	8.6208	50.1654	350.13
71	8.6249	50.1176	186.01
72	8.6486	50.1296	105.53
73	8.6117	50.1414	200.75
74	8.6034	50.1251	173.58
75	8.6467	50.0683	214.34
76	8.5833	50.0833	217.75
77	8.5632	50.0419	10
78	8.691	50.1043	143
79	8.6693	50.0984	142.42
80	8.6758	50.0809	168.82
81	8.7208	50.0844	222.07
82	8.7471	50.1935	285.09
83	8.8968	50.2435	190.51
84	8.8456	50.2081	109.19
85	8.8108	50.1852	29.66
86	8.7285	50.3278	264.46
87	8.7569	50.2311	210.95
88	8.6702	50.2794	109.47
89	8.8455	50.2805	88.35
90	8.8978	50.3188	86.35
91	8.8338	50.4046	89.64
92	8.8677	50.3532	67.5
93	8.7608	50.2839	59.11
94	8.8983	50.3866	61.56
95	8.7544	50.3785	298.06
96	8.6609	50.3658	59.11
97	8.5247	50.3511	133.49
98	8.5119	50.2908	144.17
99	8.5848	50.307	89.01
100	8.3924	50.3301	63.69
101	8.4507	50.3804	49.84
102	8.6117	50.2257	129.72
103	8.5639	50.251	216.68
104	8.6584	50.2221	174.61
105	8.6293	50.2634	244.04
106	8.4467	50.2657	83.8
107	8.5435	50.2067	414.87
108	8.5684	50.1761	100.96
109	8.4626	50.1931	154.65
110	8.5189	50.1916	176.66
111	8.4023	50.2164	53.63
112	8.7703	50.1069	119.25
113	8.7436	50.1079	173.14
114	8.7573	50.0745	301.53
115	8.7848	50.0861	208.37
116	8.8179	50.0871	167.56
117	8.7936	50.1178	189.19
118	8.8828	50.0163	427.8
119	8.7927	50.0115	326.53
120	8.81	50.0466	182.5
121	8.8474	50.1032	261.24
122	8.8664	50.0731	245.22
123	8.6635	49.9913	343.96
124	8.6771	50.0405	351.3
125	8.7011	50.0044	398.39
126	8.7977	49.978	257.87
127	8.6287	49.982	97.21
128	8.9265	50.1292	189.7
129	8.9261	50.1456	196.58
130	8.885	50.1613	160.44
131	8.9086	50.1031	189.26
132	8.9735	50.1205	141.18
133	8.8316	50.1558	378.63
134	8.93	50.1851	201.83
135	8.9633	50.0307	189.04
136	9.0464	50.1808	125.19
137	8.9487	50.0687	151.95
138	9.038	50.1384	116.58
139	8.9819	50.1609	122.33
140	9.0086	50.0165	81.84
141	8.9719	50.0833	71.53
142	8.9802	50.1974	53.23
143	8.9864	50.2318	47.94
144	9.0438	50.2275	32.92
145	9.1929	50.206	216.56
146	9.1391	50.1275	143.22
147	9.1603	50.2335	142.49
148	9.211	50.1695	94.92
149	9.1122	50.1653	75.31
150	9.3196	50.187	81.21
151	9.2735	50.2811	119.34
152	9.3582	50.2072	98.6
153	9.4738	50.2649	133.18
154	9.3123	50.3923	63.56
155	9.293	50.3018	54.59
156	9.4411	50.1707	38.07
157	9.4522	50.1273	25.81
158	9.1124	50.2855	207.28
159	9.0106	50.4391	184.32
160	8.9512	50.2839	120.8
161	9.0709	50.3576	93.91
162	9.2086	50.4112	75.86
163	8.9906	50.3605	49.86
164	8.9879	50.2638	55.03
165	8.9987	50.3215	32.82
166	9.1584	50.4081	30.7
167	9.1903	50.3491	31.96
168	9.1616	49.9748	223.9
