begin {Parameters}
Number of BasicAreas
405
Basic Area Type
Point
Metric
geodecimal
end {Parameters}

#Parameter ExtId	XPos	YPos	Activity
begin {BasicAreas}
0	13.3862	52.5335	248.42
1	13.3912	52.52	222.56
2	13.4073	52.5322	216.06
3	13.4147	52.5221	147.4
4	13.4192	52.5152	178.1
5	13.4413	52.5145	328.42
6	13.4708	52.5027	306.26
7	13.4675	52.5179	374.28
8	13.4425	52.5254	278.99
9	13.5199	52.5094	311.35
10	13.492	52.5005	167.91
11	13.5303	52.4857	182.81
12	13.5214	52.5025	240.9
13	13.4991	52.5214	216.19
14	13.4856	52.5253	228.16
15	13.4709	52.5332	210.46
16	13.4265	52.537	291.48
17	13.4482	52.5358	260.65
18	13.4442	52.5457	255.43
19	13.4148	52.5389	186.89
20	13.4157	52.5471	345.49
21	13.4162	52.5537	293.13
22	13.3385	52.5328	163.19
23	13.3232	52.5309	81.38
24	13.3381	52.5224	171.48
25	13.3594	52.5274	193.79
26	13.3542	52.5325	140.45
27	13.3111	52.5172	184.01
28	13.3205	52.5202	110.92
29	13.3076	52.5297	152.78
30	13.3305	52.5094	59.92
31	13.318	52.5104	106.67
32	13.3047	52.5097	109.43
33	13.3103	52.5041	148.95
34	13.3162	52.4979	114.32
35	13.3071	52.4958	125.16
36	13.2947	52.499	94.13
37	13.3131	52.4869	94.34
38	13.3316	52.4849	179.13
39	13.3309	52.4933	193.15
40	13.3275	52.4999	119.42
41	13.3455	52.5001	168.72
42	13.3425	52.4942	111.13
43	13.356	52.4951	139.6
44	13.3648	52.4986	103.91
45	13.3659	52.5093	59.71
46	13.3453	52.509	63.11
47	13.3416	52.5048	26.99
48	13.3587	52.4886	115.59
49	13.3453	52.4858	110.71
50	13.3583	52.4855	91.16
51	13.3593	52.4834	136.42
52	13.4002	52.4957	175.94
53	13.383	52.4984	184.65
54	13.4081	52.4862	91.79
55	13.4185	52.4938	158.73
56	13.4052	52.5047	211
57	13.4396	52.5038	172.33
58	13.4317	52.4999	207.6
59	13.4399	52.483	140.24
60	13.4417	52.4881	133.23
61	13.431	52.4931	132.59
62	13.4238	52.4818	164.47
63	13.4328	52.4697	228.42
64	13.4355	52.4816	135.78
65	13.4517	52.4759	113.26
66	13.4634	52.4747	134.93
67	13.4524	52.484	176.15
68	13.4085	52.4633	139.6
69	13.3942	52.4776	176.37
70	13.3742	52.4651	240.32
71	13.3751	52.4502	270.71
72	13.3897	52.4339	186.78
73	13.4037	52.4484	160.43
74	13.3483	52.4671	224.17
75	13.3409	52.475	161.7
76	13.3311	52.4724	202.71
77	13.3209	52.4636	209.51
78	13.3174	52.4572	49.08
79	13.3395	52.4518	195.28
80	13.3461	52.4557	205.26
81	13.3125	52.4468	199.74
82	13.2993	52.4342	146.83
83	13.3156	52.4232	244.15
84	13.3326	52.4203	148.32
85	13.3503	52.4412	205.26
86	13.3547	52.4274	262.42
87	13.378	52.4129	151.08
88	13.3564	52.4127	186.56
89	13.4059	52.4069	151.08
90	13.3978	52.3895	191.66
91	13.4205	52.3955	168.72
92	13.4351	52.4536	201.44
93	13.4224	52.4293	215.46
94	13.4598	52.4363	260.09
95	13.4646	52.4254	410.74
96	13.4998	52.4125	193.15
97	13.4984	52.4314	151.93
98	13.46	52.4532	200.16
99	13.4694	52.4875	190.84
100	13.4902	52.466	280.39
101	13.5175	52.4584	121.79
102	13.5362	52.4705	220.26
103	13.5136	52.4459	181.66
104	13.5455	52.441	164.85
105	13.5457	52.4144	157.08
106	13.568	52.4037	70.7
107	13.6505	52.3856	74.91
108	13.5143	52.3875	28.03
109	13.5773	52.4643	254.02
110	13.5906	52.4359	187.27
111	13.6573	52.4169	99.37
112	13.6357	52.461	180.39
113	13.7146	52.4464	76.05
114	13.5927	52.5261	261.41
115	13.5961	52.504	88.67
116	13.6249	52.503	142.68
117	13.6438	52.4826	10.05
118	13.618	52.5394	363.97
119	13.5938	52.5435	157.46
120	13.566	52.55	313.26
121	13.5411	52.5406	212.49
122	13.5654	52.5063	173.26
123	13.5647	52.5435	164.47
124	13.5684	52.5574	195.93
125	13.5692	52.5661	269.95
126	13.4983	52.58	228.8
127	13.503	52.5531	154.4
128	13.4986	52.5432	261.41
129	13.543	52.5742	164.59
130	13.5268	52.582	148.67
131	13.4507	52.5572	374.79
132	13.473	52.5614	24.59
133	13.4449	52.5718	36.56
134	13.4878	52.6334	189.44
135	13.4365	52.6181	74.53
136	13.4609	52.5984	67.14
137	13.4028	52.584	203.58
138	13.3856	52.591	103.57
139	13.4128	52.6276	28.28
140	13.4123	52.5724	292.75
141	13.4226	52.569	291.86
142	13.3677	52.5491	181.25
143	13.3513	52.5594	121.76
144	13.3366	52.5526	189.75
145	13.3531	52.5441	191.45
146	13.3925	52.5439	210.79
147	13.3854	52.5511	269.01
148	13.3846	52.5631	197.61
149	13.3236	52.5768	323.83
150	13.2969	52.5612	33.57
151	13.3555	52.5742	311.29
152	13.3766	52.5691	258.39
153	13.3469	52.6047	183.38
154	13.3311	52.594	162.77
155	13.3592	52.6005	244.57
156	13.289	52.6449	182.1
157	13.3119	52.6167	183.59
158	13.3412	52.6135	178.06
159	13.25	52.6144	168.08
160	13.2466	52.585	61.2
161	13.2802	52.5772	229.7
162	13.3028	52.5926	212.06
163	13.183	52.5322	150.02
164	13.1851	52.5453	264.76
165	13.2096	52.5487	202.29
166	13.1816	52.5773	184.86
167	13.1744	52.5592	240.11
168	13.1469	52.5386	178.7
169	13.1761	52.5124	243.51
170	13.2019	52.5149	242.02
171	13.2231	52.5295	87.55
172	13.2374	52.5489	127.49
173	13.3041	52.5424	217.16
174	13.2716	52.5444	148.74
175	13.2668	52.5219	134.72
176	13.257	52.5178	141.09
177	13.2375	52.5197	10.05
178	13.247	52.5033	108.16
179	13.2892	52.5064	135.57
180	13.2922	52.5229	195.49
181	13.1522	52.4718	144.92
182	13.1471	52.4184	118.57
183	13.1938	52.4378	161.49
184	13.2409	52.4401	187.2
185	13.2593	52.4196	203.35
186	13.2809	52.4234	121.54
187	13.269	52.4464	170.42
188	13.2416	52.471	203.56
189	13.2862	52.4601	133.44
190	13.3128	52.4757	222.47
191	13.2976	52.4796	143.85
192	13.0705	52.4068	163.74
193	13.031	52.4297	112.42
194	13.0119	52.3841	176.59
195	13.0529	52.373	112.29
196	13.023	52.4539	126.9
197	13.1	52.3708	277.3
198	13.142	52.3759	232.99
199	13.1094	52.394	222.66
200	13.2778	52.3853	165.93
201	13.1922	52.3598	252.77
202	12.8922	52.3802	229.36
203	12.9514	52.2242	122.82
204	12.9406	52.3171	51.93
205	12.7992	52.4199	47.66
206	13.07	52.2983	66.37
207	13.0103	52.2823	43.61
208	13.0648	52.324	35.73
209	13.0907	52.3446	57.04
210	13.0803	52.5758	295.05
211	13.1206	52.6109	36.4
212	13.0548	52.5112	46.65
213	12.9979	52.5463	16.75
214	12.8653	52.6017	294.83
215	13.0166	52.5919	66.43
216	12.623	52.7195	40.23
217	12.8255	52.4984	46.2
218	12.3623	52.6206	276.53
219	12.5561	52.5929	164.92
220	12.3695	52.5308	101.18
221	12.3853	52.7409	34.19
222	12.5253	52.4078	260.3
223	12.5068	52.4391	229.15
224	12.4224	52.4075	73.45
225	12.5765	52.4169	236.92
226	12.6356	52.4486	148.79
227	12.3745	52.3803	53.52
228	12.3625	52.2509	48.26
229	12.7101	52.3188	91.03
230	12.4718	52.5045	32.86
231	12.5972	52.1721	135.83
232	12.7767	52.1986	99.94
233	12.6251	52.0637	42.71
234	12.3946	52.0934	43.19
235	12.3346	52.1648	20.77
236	13.1376	52.1192	236.79
237	13.255	52.0958	73.97
238	13.1803	52.2199	67.11
239	13.2481	52.2836	249.19
240	13.319	52.366	46.02
241	13.9193	52.561	261.03
242	13.8904	52.6174	178.82
243	13.6798	52.5267	238.4
244	13.7845	52.5278	178.27
245	13.8482	52.4938	51.55
246	14.1002	52.3269	135.28
247	13.8708	52.343	38.48
248	13.7776	52.3861	192.39
249	13.8103	52.48	108.08
250	13.7099	52.4852	108.06
251	13.7624	52.452	62.47
252	13.6241	52.2869	215.37
253	13.5749	52.3616	137
254	13.6098	52.3475	83.11
255	13.6691	52.2256	77.72
256	13.6218	52.3252	91.2
257	13.6898	52.1744	18
258	13.8193	52.1294	14.79
259	13.5462	52.2749	48.72
260	13.6666	52.3265	32.34
261	13.8103	52.2176	16.92
262	13.7552	52.2788	65.52
263	13.6076	52.1359	32.12
264	13.7031	52.1023	25.91
265	13.713	52.3111	32.85
266	13.4256	52.2274	163.64
267	13.409	52.3284	110.32
268	13.438	52.356	150.47
269	13.4479	52.294	63.17
270	13.4314	52.1498	80.42
271	13.9097	52.2161	90.78
272	13.8196	52.8535	248.47
273	13.7421	52.8422	208.47
274	13.8679	52.8925	78.38
275	13.6821	52.8632	77.96
276	13.7832	52.9825	56.57
277	14.0063	52.8805	78.5
278	14.0362	52.7658	229.12
279	14.0047	53.0662	195.47
280	13.5818	52.676	341.61
281	13.5291	52.6418	139.99
282	13.5552	52.8653	137.77
283	13.4549	52.6871	68.08
284	13.7038	52.6321	146.52
285	13.585	52.7683	55.88
286	13.2493	52.8126	407.47
287	13.2771	52.6662	106.08
288	13.3063	52.7068	60.55
289	13.3354	52.635	59.43
290	13.3727	52.641	35.97
291	13.2817	52.7234	34.03
292	13.4362	52.8698	36.68
293	13.3313	52.6816	36
294	13.2934	52.7475	24.19
295	13.3656	52.676	41.16
296	13.1548	52.6835	202.3
297	13.2124	52.6406	254.72
298	13.0232	52.7847	66.84
299	13.1432	52.7476	76.03
300	13.2059	52.9988	227.58
301	13.3997	53.0019	113.53
302	13.172	53.1958	59.16
303	12.7814	52.9008	264.73
304	12.7624	52.8946	86.34
305	12.8562	52.9824	30.14
306	12.9027	53.1153	71.06
307	12.7889	52.7923	76.03
308	12.9674	52.9337	57.83
309	12.7606	53.1623	19.04
310	12.4235	52.8658	153.46
311	12.3125	52.9769	157.13
312	12.4982	52.8983	35.74
313	12.5056	53.1499	223.68
314	12.3706	53.2868	12.63
315	12.2138	53.1447	210.25
316	12.2193	53.2956	37.35
317	12.0337	53.2771	40.13
318	13.2605	53.5324	263
319	13.2979	53.579	294.02
320	13.3131	53.5427	202.34
321	13.291	53.6086	96.48
322	13.2424	53.6973	70.01
323	13.2823	53.7623	61.44
324	13.1146	53.6667	78.55
325	13.323	53.4938	95.3
326	13.5772	53.6715	73.32
327	13.6037	53.655	46.55
328	13.0344	53.9245	140.46
329	13.0498	53.871	98.73
330	13.1657	53.995	77.64
331	13.346	53.9157	31.81
332	13.2873	53.8927	61.59
333	12.7698	53.7177	149
