begin {Parameters}
Number of BasicAreas
313
Basic Area Type
Point
Metric
geodecimal
end {Parameters}

#Parameter ExtId	XPos	YPos	Activity
begin {BasicAreas}
0	11.3212	50.6278	327.88
1	11.3804	50.5568	35.03
2	11.4225	50.6812	26.56
3	11.4697	50.6327	44.39
4	11.4945	50.6638	22.08
5	11.5078	50.5844	76.96
6	11.5263	50.4502	38.32
7	11.458	50.4667	22.6
8	11.6089	50.4914	102.01
9	11.6574	50.4178	51.36
10	11.6625	50.526	52.91
11	11.6101	50.6797	210.1
12	11.5212	50.6626	28.5
13	11.6823	50.6571	49.93
14	11.3639	50.753	392.43
15	11.1845	50.6763	118.33
16	11.1046	50.6499	80.08
17	11.2103	50.6457	7.08
18	11.2097	50.6179	16.47
19	11.7673	50.8507	172.1
20	11.5517	50.804	145.52
21	11.7224	50.7166	117.32
22	11.8461	50.7337	76.92
23	11.8112	50.6046	126.86
24	11.8488	50.4912	44.5
25	11.7125	50.6054	26.06
26	11.8658	50.4389	30.34
27	11.8121	50.4203	26.74
28	11.7516	50.4999	18.13
29	10.957	49.5898	294.7
30	11.1425	49.6267	120.99
31	11.0703	49.6115	81.13
32	11.0274	49.6603	64.2
33	10.8138	49.6289	56.65
34	11.0163	49.626	45.15
35	11.1074	49.6638	26.46
36	10.8711	49.6267	23.79
37	10.907	49.6386	33.36
38	11.0578	49.6405	27.8
39	10.9701	49.6502	40.59
40	11.0658	49.665	14.84
41	11.3725	49.5901	82.53
42	11.4938	49.604	32.12
43	11.3442	49.6239	32.52
44	11.5269	49.7414	143.5
45	11.6104	49.6909	92.76
46	11.4228	49.768	54.95
47	11.7181	49.7633	34.39
48	11.4088	49.6697	24.69
49	11.5462	49.6307	29.82
50	11.3271	49.7044	22.1
51	11.4737	49.6588	13.02
52	11.5936	49.8059	9.97
53	11.0379	49.7216	308.14
54	10.8395	49.7191	131.98
55	11.2133	49.7855	67.64
56	11.2401	49.665	40.62
57	10.9135	49.7083	69.28
58	11.3087	49.7718	42.48
59	11.0851	49.7938	59.85
60	11.1562	49.8815	37.53
61	10.9452	49.6894	53.04
62	10.9705	49.7019	47.04
63	11.2184	49.6264	44.38
64	10.9215	49.671	47.75
65	11.3327	49.8429	32.41
66	11.2535	49.8286	25.62
67	11.2512	49.9014	13.59
68	11.2562	49.7144	21.45
69	10.8513	49.6861	14.21
70	10.9799	49.7561	37.3
71	11.0177	49.698	34.95
72	11.3216	49.6619	14.67
73	11.1542	49.7345	23.92
74	11.1654	49.6751	14.33
75	11.1866	49.6994	17.05
76	11.1138	49.695	17.98
77	11.2024	49.7436	23.84
78	11.173	49.8301	12.55
79	11.1339	49.7511	20.34
80	11.2692	49.6271	11.55
81	11.1405	49.7114	16.33
82	10.6236	49.6013	33.88
83	10.7197	49.6488	16.3
84	10.7097	49.6176	22.77
85	10.6338	49.6285	13.38
86	10.7486	49.7082	18.94
87	10.5562	49.693	10.98
88	10.5963	49.6578	15.13
89	10.7052	49.6715	26.67
90	10.6616	49.7032	14.85
91	11.8025	49.6112	64.5
92	11.7209	49.5886	19.1
93	11.6555	49.6024	16.93
94	11.8196	49.6876	69.39
95	11.8347	49.7632	50.52
96	11.8662	50.3212	146.64
97	11.687	50.3303	87.47
98	11.6119	50.307	56.51
99	11.6429	50.356	36.89
100	11.758	50.3235	50.04
101	11.8813	50.1117	37.66
102	11.8408	50.258	36.46
103	11.587	50.3547	34.08
104	11.7817	50.3807	27.58
105	11.7243	50.3794	12.23
106	11.8397	50.3576	39.23
107	11.8064	50.2937	14.29
108	11.6719	50.3797	11.88
109	11.7334	50.2754	23.05
110	11.757	50.1954	119.18
111	11.704	50.2428	100.41
112	11.8525	50.1555	19.23
113	11.7042	50.1535	27.24
114	11.798	50.1379	22.69
115	11.4285	50.1268	282.46
116	11.3539	50.1128	69.4
117	11.5912	50.106	51.82
118	11.5186	50.1858	36.31
119	11.3994	50.0025	45.89
120	11.6405	50.1731	35.18
121	11.5467	50.2315	22.33
122	11.6142	50.2057	13.83
123	11.5722	50.1667	5.62
124	11.3475	50.0436	25.17
125	11.51	50.1026	17.6
126	11.5878	50.149	11.91
127	11.5637	50.1282	9.96
128	11.4585	50.2058	10.62
129	11.5306	50.0739	17.11
130	11.5163	50.1389	20.5
131	11.5783	49.9458	117.81
132	11.5492	49.9581	217.91
133	11.558	49.9179	175.41
134	11.6235	49.9325	225.95
135	11.6688	50.057	51.62
136	11.5991	50.0006	66.49
137	11.7709	49.9941	80.15
138	11.7878	49.8697	60.04
139	11.6178	49.8558	67.72
140	11.745	50.0919	49.2
141	11.7951	49.995	25.56
142	11.4582	49.9582	50.46
143	11.4253	49.909	37.13
144	11.4544	49.8443	22.66
145	11.7967	50.0549	21.35
146	11.5443	49.9005	11.3
147	11.4501	49.8914	14.22
148	11.6856	50.0012	35.73
149	11.5736	50.0357	10.23
150	11.5268	49.9831	38.31
151	11.6117	50.062	33.84
152	11.4983	49.8712	25.06
153	11.8526	49.9264	19.12
154	11.6515	50.0992	17.11
155	11.5121	49.9146	15.34
156	11.5107	50.0283	37.39
157	11.8112	49.8229	13.25
158	11.3384	49.8969	9.37
159	11.689	49.8955	23.3
160	11.7449	49.7999	18.88
161	11.8844	50.0511	26.54
162	10.8973	49.8903	91.97
163	10.8804	49.8772	193.56
164	10.932	49.8788	146.53
165	10.89	49.913	258.17
166	10.8728	49.9342	84.55
167	10.7142	50.099	75.48
168	11.0469	49.9848	71.2
169	10.9817	49.8131	108.04
