begin {Parameters}
Number of BasicAreas
3282
Number of Districts 
5
Basic Area Type
Point
Metric
l2
end {Parameters}

#Parameter	ExtId	XPos	YPos	Activity
begin {BasicAreas}
0	409154	435528	1
1	409151	435683	1
2	409277	435420	1
3	409260	435538	1
4	409240	435695	1
5	409213	435897	1
6	409199	435982	1
7	409178	436078	1
8	409174	436171	1
9	409147	436256	1
10	409469	435389	1
11	409378	435463	1
12	409378	435563	1
13	409351	435734	1
14	409328	435891	1
15	409275	435982	1
16	409289	436065	1
17	409272	436188	1
18	409208	436263	1
19	409754	435326	1
20	409609	435201	1
21	409565	435307	1
22	409577	435510	1
23	409515	435614	1
24	409478	435707	1
25	409442	435810	1
26	409442	435913	1
27	409408	436075	1
28	409344	436201	1
29	409398	436213	1
30	409638	435143	1
31	409683	435349	1
32	409670	435514	1
33	409620	435615	1
34	409688	435618	1
35	409624	435752	1
36	409570	435942	1
37	409541	436090	1
38	409512	436236	1
39	409216	435826	1
40	409158	435820	1
41	408777	434870	1
42	408731	434657	1
43	408808	434639	1
44	408840	435022	1
45	408932	434976	1
46	408897	434650	1
47	409050	434674	1
48	409033	434769	1
49	408906	434723	1
50	409262	434873	1
51	409090	434982	1
52	409020	435056	1
53	409262	435017	1
54	409210	435093	1
55	409109	435153	1
56	409192	435244	1
57	409298	435127	1
58	409302	435225	1
59	409264	435295	1
60	409372	434355	1
61	409426	434622	1
62	409452	434831	1
63	409553	435074	1
64	409434	435030	1
65	409479	434592	1
66	409517	434818	1
67	409539	434954	1
68	409038	435235	1
69	409167	435416	1
70	408778	434739	1
71	409411	434362	1
72	409822	435466	1
73	409811	435545	1
74	409765	435617	1
75	409812	435857	1
76	409792	435978	1
77	409837	436155	1
78	409711	436281	1
79	409969	435509	1
80	409944	435714	1
81	410041	435866	1
82	409946	436015	1
83	410015	436193	1
84	410067	435592	1
85	410073	436039	1
86	410113	436329	1
87	410204	436314	1
88	409645	436119	1
89	410120	436189	1
90	409875	435755	1
91	410180	436398	1
92	410244	436276	1
93	410224	436222	1
94	410435	436784	1
95	409573	436533	1
96	409575	436677	1
97	409553	436813	1
98	409546	436882	1
99	409701	436391	1
100	409691	436539	1
101	409680	436697	1
102	409667	436825	1
103	409657	436892	1
104	409858	436418	1
105	409795	436554	1
106	409788	436708	1
107	409768	436873	1
108	409900	436600	1
109	409863	436728	1
110	409923	436735	1
111	409874	436894	1
112	410006	436607	1
113	410003	436738	1
114	410006	436804	1
115	409960	436901	1
116	410014	436903	1
117	409816	437011	1
118	409851	437111	1
119	409908	437121	1
120	409887	437205	1
121	410120	436627	1
122	410099	436799	1
123	410072	436904	1
124	410234	436518	1
125	410205	436634	1
126	410213	436728	1
127	410212	436795	1
128	410320	436562	1
129	410324	436701	1
130	410107	437014	1
131	410201	436904	1
132	410140	436494	1
133	409026	436332	1
134	408906	436537	1
135	408865	436634	1
136	408849	436707	1
137	408791	436841	1
138	409016	436511	1
139	408946	436666	1
140	408921	436738	1
141	408872	436787	1
142	408903	436834	1
143	409160	436346	1
144	409102	436513	1
145	409007	436747	1
146	408951	436887	1
147	409261	436338	1
148	409213	436540	1
149	409150	436607	1
150	409114	436740	1
151	409065	436786	1
152	409057	436848	1
153	409174	436708	1
154	409136	436838	1
155	409322	436406	1
156	409255	436694	1
157	409213	436836	1
158	409372	436561	1
159	409286	436828	1
160	409355	436788	1
161	409482	436380	1
162	409456	436520	1
163	409442	436668	1
164	409429	436834	1
165	408514	436845	1
166	408597	436868	1
167	408644	436892	1
168	408796	436835	1
169	408540	437065	1
170	408583	437237	1
171	408527	437366	1
172	408594	437376	1
173	408888	436863	1
174	408565	437599	1
175	408545	437681	1
176	408527	437748	1
177	408951	436887	1
178	408820	438043	1
179	408509	437808	1
180	408452	437609	1
181	408513	437851	1
182	408340	438041	1
183	408150	438072	1
184	407912	438096	1
185	407770	438137	1
186	408324	438173	1
187	408060	438155	1
188	408017	438207	1
189	407883	438198	1
190	407836	438241	1
191	407786	438283	1
192	407767	438346	1
193	408217	438296	1
194	408136	438201	1
195	407954	438266	1
196	407909	438315	1
197	407846	438353	1
198	408092	438385	1
199	408020	438318	1
200	408058	438464	1
201	407955	438381	1
202	407860	438537	1
203	407737	438481	1
204	407982	438504	1
205	407983	438592	1
206	407795	438678	1
207	408083	438264	1
208	408546	438018	1
209	408463	438154	1
210	408432	438244	1
211	408295	438398	1
212	408211	438476	1
213	408169	438535	1
214	408112	438676	1
215	408028	438785	1
216	408564	438192	1
217	408528	438278	1
218	408412	438348	1
219	408384	438489	1
220	408290	438520	1
221	408246	438597	1
222	408219	438664	1
223	408143	438799	1
224	408702	438068	1
225	408651	438218	1
226	408506	438379	1
227	408465	438468	1
228	408379	438566	1
229	408402	438657	1
230	408260	438842	1
231	408217	438907	1
232	408739	438160	1
233	408705	438253	1
234	408975	438259	1
235	408579	438400	1
236	408538	438474	1
237	408814	438176	1
238	408866	438305	1
239	408772	438396	1
240	408658	438413	1
241	408610	438524	1
242	408876	438203	1
243	408932	438221	1
244	408922	438900	1
245	409062	438787	1
246	409017	438732	1
247	409054	438639	1
248	408170	438725	1
249	408240	438763	1
250	408899	438696	1
251	408840	438740	1
252	408792	438773	1
253	407946	438805	1
254	408024	438904	1
255	407893	438867	1
256	407967	438952	1
257	407880	438944	1
258	408819	438910	1
259	408760	438831	1
260	408729	438872	1
261	408706	438917	1
262	408749	438964	1
263	408236	438544	1
264	408290	438580	1
265	407181	440792	1
266	407060	440910	1
267	406926	440956	1
268	406968	440905	1
269	407053	440800	1
270	406796	440985	1
271	406867	440744	1
272	406812	440767	1
273	406764	440803	1
274	406705	440805	1
275	406695	440684	1
276	406746	440656	1
277	406791	440618	1
278	406830	440566	1
279	406867	440620	1
280	406894	440527	1
281	406922	440582	1
282	406915	440713	1
283	406761	440922	1
284	407004	441033	1
285	407181	440792	1
286	406585	439635	1
287	406684	439710	1
288	406733	439779	1
289	406799	439923	1
290	406791	440618	1
291	406830	440566	1
292	406867	440620	1
293	406894	440527	1
294	406922	440582	1
295	406708	439579	1
296	406627	439494	1
297	406602	439552	1
298	406510	439468	1
299	406324	439425	1
300	407457	439737	1
301	404644	434739	1
302	404588	434800	1
303	404592	434695	1
304	404555	434632	1
305	404512	434735	1
306	404525	434565	1
307	404458	434640	1
308	404488	434505	1
309	404474	434439	1
310	404422	434382	1
311	404313	434289	1
312	404278	434236	1
313	404238	434194	1
314	404162	434275	1
315	404191	434156	1
316	404110	434232	1
317	404148	434107	1
318	404071	434197	1
319	404112	434062	1
320	404032	434152	1
321	404064	434028	1
322	403988	434104	1
323	404148	433945	1
324	403944	434064	1
325	404099	433906	1
326	404024	433980	1
327	403987	433938	1
328	403892	434029	1
329	403941	433895	1
330	403853	433982	1
331	403900	433858	1
332	403810	433945	1
333	403853	433813	1
334	403763	433906	1
335	403810	433769	1
336	404595	434465	1
337	404185	433984	1
338	404233	434029	1
339	404594	434899	1
340	404490	434907	1
341	404254	434522	1
342	404177	434547	1
343	404259	434673	1
344	404099	434449	1
345	404198	434705	1
346	404122	434584	1
347	404001	434548	1
348	404044	434495	1
349	403903	434415	1
350	403936	434355	1
351	403802	434359	1
352	403964	434296	1
353	403820	434302	1
354	403847	434248	1
355	403653	434187	1
356	403631	434256	1
357	403618	434319	1
358	403779	434428	1
359	403845	434457	1
360	404403	435013	1
361	404417	434962	1
362	404269	434871	1
363	404343	434647	1
364	404708	434594	1
365	404359	434325	1
366	403443	433558	1
367	403726	433683	1
368	403709	434401	1
369	403610	434375	1
370	403807	433610	1
371	403847	433647	1
372	403898	433699	1
373	403953	433746	1
374	403659	433664	1
375	403605	433665	1
376	403547	433661	1
377	403491	433662	1
378	403436	433658	1
379	403384	433648	1
380	403329	433652	1
381	403278	433650	1
382	403276	433747	1
383	403334	433742	1
384	403386	433757	1
385	403438	433761	1
386	403492	433766	1
387	403546	433767	1
388	403602	433768	1
389	403655	433784	1
390	403302	434035	1
391	403372	434024	1
392	403463	434007	1
393	403552	434006	1
394	403458	434126	1
395	403375	434118	1
396	403300	434135	1
397	403324	434259	1
398	403386	434249	1
399	403644	434126	1
400	403389	434366	1
401	403458	434346	1
402	403588	434072	1
403	402488	433898	1
404	409662	434465	1
405	409591	434570	1
406	409610	434773	1
407	409638	434867	1
408	409684	434946	1
409	409830	435210	1
410	409738	434678	1
411	409700	434754	1
412	409732	434890	1
413	409718	435043	1
414	409810	435094	1
415	409892	435208	1
416	409968	435327	1
417	409770	434593	1
418	409819	434672	1
419	409812	434774	1
420	409823	434877	1
421	409798	434991	1
422	409939	435089	1
423	409972	435164	1
424	409923	434767	1
425	409920	434854	1
426	409892	434941	1
427	409971	435014	1
428	410079	435087	1
429	410064	435263	1
430	409833	434956	1
431	410157	435130	1
432	409962	434875	1
433	410042	434928	1
434	410123	434968	1
435	410197	435045	1
436	410307	434939	1
437	410389	434885	1
438	409789	434303	1
439	409837	434359	1
440	409917	434411	1
441	410012	434462	1
442	409942	434312	1
443	410090	434450	1
444	410238	434566	1
445	409965	434199	1
446	410014	434305	1
447	410109	434397	1
448	410169	434467	1
449	410037	434213	1
450	410088	434282	1
451	410153	434343	1
452	410115	434226	1
453	410249	434330	1
454	410282	434470	1
455	409547	434042	1
456	409467	434047	1
457	409681	433912	1
458	409762	433858	1
459	409718	433959	1
460	409591	434082	1
461	409796	434120	1
462	409591	434222	1
463	409583	433734	1
464	409634	433883	1
465	409715	434552	1
466	409832	434522	1
467	409987	434568	1
468	410230	434688	1
469	410071	434703	1
470	410047	434778	1
471	410113	434847	1
472	409434	434132	1
473	409490	434182	1
474	410179	435225	1
475	410209	435297	1
476	410244	435175	1
477	410298	435298	1
478	410294	435141	1
479	410347	435267	1
480	410359	435086	1
481	410430	435251	1
482	410429	435043	1
483	410511	435237	1
484	410492	434950	1
485	410545	435076	1
486	410604	435208	1
487	410637	435315	1
488	410556	434954	1
489	410607	435053	1
490	410650	435170	1
491	410618	434776	1
492	410656	435029	1
493	410705	435132	1
494	410721	435245	1
495	410684	435340	1
496	410660	434732	1
497	410737	434792	1
498	410744	435073	1
499	410808	435074	1
500	410830	435132	1
501	410707	434687	1
502	410780	434673	1
503	410780	434836	1
504	410826	434878	1
505	410894	434903	1
506	410939	434936	1
507	410964	434773	1
508	411148	435075	1
509	411144	435014	1
510	411176	434965	1
511	411173	434890	1
512	411326	435084	1
513	411451	435109	1
514	411506	435137	1
515	411551	435166	1
516	410816	435249	1
517	410481	434658	1
518	411176	435474	1
519	411217	435493	1
520	411272	435509	1
521	411342	435526	1
522	411459	435554	1
523	410651	434905	1
524	410783	434971	1
525	410920	435029	1
526	411057	435110	1
527	411034	435304	1
528	410556	434848	1
529	410853	434804	1
530	410958	434862	1
531	411069	434818	1
532	411250	435070	1
533	411327	434980	1
534	411037	434936	1
535	411269	435392	1
536	411398	435412	1
537	411474	435516	1
538	411561	435330	1
539	410220	435613	1
540	410169	435417	1
541	410228	435388	1
542	410252	435543	1
543	410289	435663	1
544	410348	436049	1
545	410301	435384	1
546	410325	435510	1
547	410345	435646	1
548	410373	435785	1
549	410394	435919	1
550	410417	436035	1
551	410439	436137	1
552	410466	436253	1
553	410395	436240	1
554	410482	436373	1
555	410371	435374	1
556	410394	435496	1
557	410416	435631	1
558	410437	435739	1
559	410468	435817	1
560	410498	435901	1
561	410488	436025	1
562	410507	436128	1
563	410529	436244	1
564	410547	436346	1
565	410430	435369	1
566	410453	435478	1
567	410479	435620	1
568	410502	435734	1
569	410551	436010	1
570	410570	436117	1
571	410591	436231	1
572	410606	436337	1
573	410556	435600	1
574	410559	435512	1
575	410580	435727	1
576	410597	435874	1
577	410623	435997	1
578	410646	436100	1
579	410663	436219	1
580	410681	436312	1
581	410593	435427	1
582	410622	435569	1
583	410647	435717	1
584	410675	435867	1
585	410695	435964	1
586	410704	436034	1
587	410718	436100	1
588	410735	436203	1
589	410684	435564	1
590	410709	435710	1
591	410735	435854	1
592	410763	435977	1
593	410778	436090	1
594	410797	436186	1
595	410746	435470	1
596	410735	435556	1
597	410771	435700	1
598	410789	435850	1
599	410812	435963	1
600	410837	436079	1
601	410771	435417	1
602	410805	435484	1
603	410834	435710	1
604	410847	435782	1
605	410883	436197	1
606	410888	435542	1
607	410885	435668	1
608	410895	435848	1
609	410901	435964	1
610	410946	435666	1
611	410955	435841	1
612	410961	435942	1
613	411004	435920	1
614	411002	435664	1
615	411062	435695	1
616	411123	435729	1
617	411051	435572	1
618	411299	435581	1
619	411149	435575	1
620	411090	435533	1
621	410744	436290	1
622	412752	433291	1
623	411495	434827	1
624	411659	434617	1
625	411529	434565	1
626	411551	434496	1
627	411599	434531	1
628	411601	434320	1
629	411653	434342	1
630	411728	434237	1
631	411931	433657	1
632	412116	433724	1
633	412195	433835	1
634	412400	433787	1
635	412550	433670	1
636	412673	433549	1
637	412778	433456	1
638	412687	433395	1
639	412644	433351	1
640	412587	433325	1
641	412533	433283	1
642	412493	433410	1
643	412465	433468	1
644	412606	433482	1
645	412574	433533	1
646	412437	433525	1
647	412408	433588	1
648	412344	433627	1
649	412300	433668	1
650	412273	433724	1
651	412255	433788	1
652	412177	433702	1
653	412278	433533	1
654	412324	433474	1
655	412349	433415	1
656	412368	433353	1
657	412481	433241	1
658	412392	433244	1
659	412298	433208	1
660	412237	433186	1
661	412152	433293	1
662	412201	433331	1
663	412142	433375	1
664	412217	433512	1
665	412142	433645	1
666	412139	433524	1
667	412084	433491	1
668	412007	433476	1
669	412725	433099	1
670	412461	432521	1
671	412457	432656	1
672	412392	432606	1
673	412342	432663	1
674	412471	432856	1
675	412414	432818	1
676	412358	432858	1
677	412423	432918	1
678	412357	432952	1
679	413133	433037	1
680	412971	433139	1
681	412524	432535	1
682	412524	432656	1
683	412594	432622	1
684	411308	434721	1
685	412532	432940	1
686	412565	432888	1
687	412616	432844	1
688	412696	432996	1
689	412696	432935	1
690	412696	432876	1
691	412783	432993	1
692	412775	432933	1
693	412803	432867	1
694	412953	432942	1
695	412928	432894	1
696	412914	432829	1
697	413054	432907	1
698	413046	432852	1
699	413049	432793	1
700	413172	432879	1
701	413153	432825	1
702	413013	432750	1
703	412948	432748	1
704	412892	432753	1
705	412842	432731	1
706	412785	432720	1
707	412741	432692	1
708	412692	432657	1
709	412789	432572	1
710	412929	432642	1
711	413097	432722	1
712	412667	432800	1
713	412966	430286	1
714	412893	430353	1
715	412784	430322	1
716	412966	430286	1
717	412893	430353	1
718	412784	430322	1
719	411680	434067	1
720	411867	434209	1
721	411816	434086	1
722	411983	434152	1
723	411790	433955	1
724	411876	433973	1
725	411960	434041	1
726	412039	434051	1
727	411974	433898	1
728	411886	433816	1
729	411934	433660	1
730	412080	434195	1
731	412103	434016	1
732	412023	433809	1
733	407191	434531	1
734	407178	434623	1
735	407319	434153	1
736	407332	434352	1
737	407398	434564	1
738	407288	434536	1
739	407558	433845	1
740	407409	434019	1
741	407399	434317	1
742	407439	434507	1
743	407390	434777	1
744	407500	434876	1
745	407664	434924	1
746	407846	434923	1
747	408069	434921	1
748	408381	434917	1
749	407378	434689	1
750	407490	434776	1
751	407493	434671	1
752	407587	434751	1
753	407615	434816	1
754	407625	434703	1
755	407709	434771	1
756	407870	434680	1
757	407917	434722	1
758	407888	434792	1
759	407928	434839	1
760	408122	434634	1
761	408327	434678	1
762	408210	434740	1
763	408192	434803	1
764	408292	434842	1
765	408235	434622	1
766	407633	434642	1
767	407856	434609	1
768	408089	434539	1
769	407544	433937	1
770	407474	434116	1
771	407473	434377	1
772	407644	434553	1
773	407818	434542	1
774	407649	434014	1
775	407638	434125	1
776	407617	434203	1
777	407547	434366	1
778	407703	434483	1
779	407858	434164	1
780	407767	434214	1
781	407703	434268	1
782	407666	434347	1
783	407698	434420	1
784	407821	434427	1
785	407955	434517	1
786	407873	434382	1
787	407952	434326	1
788	408034	434390	1
789	406697	434525	1
790	406791	434621	1
791	406771	434500	1
792	406804	434553	1
793	406876	434600	1
794	406933	434564	1
795	407246	434266	1
796	407275	433938	1
797	407413	433750	1
798	407351	433708	1
799	407300	433763	1
800	407192	433963	1
801	407158	434149	1
802	407170	434329	1
803	407096	434374	1
804	407084	434156	1
805	407101	434011	1
806	407011	434136	1
807	407005	434344	1
808	406906	434328	1
809	406926	434172	1
810	406840	434204	1
811	406398	434266	1
812	407200	433724	1
813	406270	432926	1
814	406306	433150	1
815	406378	433592	1
816	406345	432934	1
817	406394	433260	1
818	406450	433586	1
819	406413	432921	1
820	406470	433273	1
821	406511	433530	1
822	406483	432914	1
823	406590	433101	1
824	406620	433359	1
825	406620	432880	1
826	406683	433301	1
827	406782	433480	1
828	406846	433440	1
829	406878	433231	1
830	406950	433229	1
831	406977	433349	1
832	407026	433216	1
833	407041	433312	1
834	406719	433674	1
835	406632	433706	1
836	406574	433769	1
837	406514	433813	1
838	406444	433832	1
839	407117	433070	1
840	407176	432840	1
841	407207	433040	1
842	407324	432970	1
843	407471	433005	1
844	407334	432867	1
845	407310	432798	1
846	407239	432783	1
847	407427	432735	1
848	407463	432780	1
849	407598	432809	1
850	407566	432998	1
851	407422	433137	1
852	407812	432875	1
853	406999	431674	1
854	406901	433359	1
855	407070	432574	1
856	407151	432560	1
857	407260	432606	1
858	407150	433400	1
859	406963	432525	1
860	407032	432433	1
861	407132	432400	1
862	406930	432294	1
863	407015	432336	1
864	407032	432283	1
865	407129	432321	1
866	407037	432207	1
867	407135	432261	1
868	407210	432269	1
869	406892	432096	1
870	406961	432003	1
871	406989	432052	1
872	407081	431985	1
873	407010	432104	1
874	407106	432033	1
875	407157	432090	1
876	406870	431902	1
877	406949	431904	1
878	407019	431793	1
879	407128	431846	1
880	407100	431763	1
881	407404	432400	1
882	407474	432383	1
883	407543	432379	1
884	407626	432377	1
885	407420	432266	1
886	407541	432241	1
887	407423	432178	1
888	407567	432148	1
889	407395	432100	1
890	407558	432083	1
891	407392	432033	1
892	407550	432002	1
893	407371	431954	1
894	407521	431923	1
895	407339	431861	1
896	407499	431834	1
897	407324	431760	1
898	407488	431737	1
899	407288	431684	1
900	407497	431658	1
901	407412	432667	1
902	407397	432617	1
903	407385	432544	1
904	407578	432626	1
905	407570	432549	1
906	407550	432474	1
907	407740	432204	1
908	407204	431781	1
909	407002	435313	1
910	406714	434707	1
911	406702	434774	1
912	406690	434858	1
913	406682	434935	1
914	406666	435023	1
915	406576	434678	1
916	406567	434733	1
917	406559	434816	1
918	406555	434900	1
919	406542	434972	1
920	406478	435086	1
921	406781	435120	1
922	406802	435198	1
923	406818	435276	1
924	406831	435344	1
925	406848	435463	1
926	406854	435551	1
927	406619	435149	1
928	406640	435230	1
929	406650	435311	1
930	406671	435381	1
931	406427	435203	1
932	406445	435286	1
933	406464	435374	1
934	406888	435660	1
935	407312	432428	1
936	407273	432122	1
937	407300	432331	1
938	407237	431915	1
939	407323	431525	1
940	406848	434993	1
941	406854	434684	1
942	406987	434514	1
943	407156	434565	1
944	407127	434524	1
945	406746	434273	1
946	407694	433514	1
947	407839	433681	1
948	407782	433454	1
949	407933	433628	1
950	407873	433397	1
951	408016	433564	1
952	407960	433292	1
953	408046	433484	1
954	408121	433547	1
955	408165	433621	1
956	408178	433148	1
957	408159	433341	1
958	408203	433446	1
959	408432	433440	1
960	408259	433586	1
961	408310	433632	1
962	408260	433162	1
963	408366	433145	1
964	408377	433205	1
965	408298	433266	1
966	408348	433257	1
967	408338	433394	1
968	408346	433540	1
969	408410	433567	1
970	408455	433224	1
971	408522	433432	1
972	408602	433425	1
973	408657	433477	1
974	408591	433542	1
975	408608	433603	1
976	408712	433528	1
977	408745	433586	1
978	407670	433678	1
979	407608	433396	1
980	407671	433294	1
981	408536	433245	1
982	407788	433274	1
983	407617	433224	1
984	407887	433059	1
985	407553	433546	1
986	407483	433605	1
987	407507	433490	1
988	407432	433551	1
989	407625	433791	1
990	407543	433689	1
991	407391	433476	1
992	408456	433355	1
993	408094	433305	1
994	407931	433784	1
995	408245	434407	1
996	408272	434454	1
997	408392	434637	1
998	408428	434379	1
999	408428	434498	1
1000	408489	434590	1
1001	408531	434581	1
1002	408570	434746	1
1003	408508	434788	1
1004	408305	433698	1
1005	408346	433756	1
1006	408369	433823	1
1007	408391	433914	1
1008	408474	433992	1
1009	408470	434125	1
1010	408505	434233	1
1011	408519	434341	1
1012	408578	434478	1
1013	408600	434315	1
1014	408651	434460	1
1015	408431	433673	1
1016	408487	433708	1
1017	408506	433774	1
1018	408535	433862	1
1019	408574	433948	1
1020	408618	434062	1
1021	408662	434157	1
1022	408703	434274	1
1023	408746	434417	1
1024	408616	433704	1
1025	408650	433823	1
1026	408679	433693	1
1027	408717	433801	1
1028	408820	433623	1
1029	408771	433692	1
1030	408809	433751	1
1031	408872	433690	1
1032	408386	434010	1
1033	408215	434274	1
1034	408231	434104	1
1035	408012	434144	1
1036	408206	434028	1
1037	407977	434067	1
1038	408179	433952	1
1039	407943	434001	1
1040	408150	433880	1
1041	407911	433922	1
1042	408138	433801	1
1043	407713	433877	1
1044	409061	433610	1
1045	408962	433786	1
1046	408869	434012	1
1047	409223	433668	1
1048	409096	433937	1
1049	408977	434240	1
1050	408900	434293	1
1051	408816	434275	1
1052	409406	433531	1
1053	409369	433716	1
1054	409288	433872	1
1055	409131	434030	1
1056	409122	434124	1
1057	409045	434202	1
1058	409037	434325	1
1059	408897	434547	1
1060	409401	433812	1
1061	409366	433893	1
1062	409230	434159	1
1063	409192	434265	1
1064	409287	434206	1
1065	409275	434314	1
1066	409104	434347	1
1067	409009	434454	1
1068	409073	434471	1
1069	409148	434442	1
1070	409242	434616	1
1071	408992	434574	1
1072	409064	434594	1
1073	409123	434596	1
1074	409487	433830	1
1075	409267	434380	1
1076	409354	433967	1
1077	409428	433991	1
1078	409214	433933	1
1079	409567	433883	1
1080	409118	434226	1
1081	409107	434290	1
1082	409347	434043	1
1083	409668	433316	1
1084	409596	433463	1
1085	409588	433265	1
1086	409513	433369	1
1087	409506	433216	1
1088	409441	433314	1
1089	409447	433178	1
1090	409374	433236	1
1091	409384	433134	1
1092	409464	432841	1
1093	409381	432915	1
1094	409271	433151	1
1095	409326	433080	1
1096	409244	433051	1
1097	409565	432645	1
1098	409478	432720	1
1099	409413	432787	1
1100	409283	432917	1
1101	409187	432993	1
1102	409700	432347	1
1103	409654	432392	1
1104	409614	432488	1
1105	409523	432583	1
1106	409419	432667	1
1107	409346	432748	1
1108	409263	432839	1
1109	409141	432946	1
1110	409600	432299	1
1111	409584	432347	1
1112	409560	432443	1
1113	409464	432538	1
1114	409370	432622	1
1115	409292	432696	1
1116	409193	432799	1
1117	409094	432894	1
1118	409508	432395	1
1119	409418	432491	1
1120	409320	432576	1
1121	409245	432650	1
1122	409149	432748	1
1123	409039	432843	1
1124	408980	432793	1
1125	409447	432350	1
1126	409357	432442	1
1127	409273	432537	1
1128	409196	432613	1
1129	409544	432160	1
1130	409563	432244	1
1131	409397	432293	1
