begin {Parameters}
Number of BasicAreas
276
Basic Area Type
Line
Metric
geodecimal
end {Parameters}

#Parameter	ExtId	Activity	Coords	District
begin {BasicAreas}
15858	422.000000	(7.414360,50.440180)(7.414680,50.442070)
15859	844.000000	(7.408790,50.441720)(7.414680,50.442070)
15861	44.000000	(7.414260,50.439830)(7.414310,50.440030)
15862	512.000000	(7.405420,50.441470)(7.405560,50.441650)(7.408790,50.441720)
15864	260.000000	(7.413750,50.437800)(7.413860,50.438030)(7.414060,50.438950)
15866	34.000000	(7.414310,50.440030)(7.414360,50.440180)
15868	134.000000	(7.413750,50.437800)(7.412880,50.438030)
15870	198.000000	(7.414060,50.438950)(7.414260,50.439830)
15872	380.000000	(7.412190,50.436420)(7.413750,50.437800)
15874	92.000000	(7.412190,50.436420)(7.411730,50.436710)
15878	336.000000	(7.411730,50.436710)(7.412880,50.438030)
15879	44.000000	(7.411730,50.436710)(7.411480,50.436820)
15880	270.000000	(7.410810,50.437010)(7.409070,50.437490)
15881	600.000000	(7.408770,50.439590)(7.406780,50.439740)(7.406620,50.441140)
15882	292.000000	(7.409070,50.437490)(7.410050,50.438360)(7.410140,50.438590)
15883	214.000000	(7.407890,50.437680)(7.406460,50.437950)
15885	270.000000	(7.409880,50.435950)(7.410810,50.437010)
15886	104.000000	(7.411480,50.436820)(7.410810,50.437010)
15888	140.000000	(7.411490,50.435380)(7.410630,50.435690)
15889	164.000000	(7.408610,50.438860)(7.408770,50.439590)
15890	128.000000	(7.408790,50.436940)(7.409070,50.437490)
15892	128.000000	(7.408550,50.436380)(7.408790,50.436940)
15893	66.000000	(7.410590,50.438540)(7.410140,50.438590)
15894	226.000000	(7.410140,50.438590)(7.408610,50.438860)
15895	202.000000	(7.403070,50.441070)(7.403890,50.441210)(7.404130,50.441520)
15896	70.000000	(7.403070,50.441070)(7.402980,50.441380)
15897	94.000000	(7.402420,50.440990)(7.403070,50.441070)
15898	70.000000	(7.402420,50.440990)(7.402380,50.441300)
15900	298.000000	(7.397460,50.440090)(7.397500,50.440230)(7.397660,50.441430)
15901	268.000000	(7.395940,50.440960)(7.397660,50.441430)
15902	270.000000	(7.399520,50.441370)(7.397660,50.441430)
15903	412.000000	(7.402380,50.441300)(7.400730,50.441240)(7.399520,50.441370)
15904	88.000000	(7.402380,50.441300)(7.402980,50.441380)
15908	148.000000	(7.396550,50.438770)(7.396960,50.439380)
15909	114.000000	(7.398330,50.440050)(7.397530,50.440080)
15911	148.000000	(7.397980,50.439250)(7.396960,50.439380)
15914	176.000000	(7.396960,50.439380)(7.397530,50.440080)
15916	10.000000	(7.397530,50.440080)(7.397460,50.440090)
15917	174.000000	(7.395620,50.440200)(7.395940,50.440960)
15920	224.000000	(7.401330,50.439830)(7.401350,50.440060)(7.401100,50.440820)
15921	102.000000	(7.401330,50.439830)(7.400620,50.439900)
15922	18.000000	(7.399080,50.440000)(7.398950,50.440010)
15923	254.000000	(7.401740,50.439770)(7.401890,50.440450)(7.401880,50.440910)
15924	154.000000	(7.398470,50.439460)(7.399080,50.440000)
15925	60.000000	(7.401740,50.439770)(7.401330,50.439830)
15926	198.000000	(7.399930,50.439930)(7.399980,50.440820)
15927	80.000000	(7.401880,50.440910)(7.402420,50.440990)
15928	122.000000	(7.399930,50.439930)(7.399080,50.440000)
15929	66.000000	(7.400310,50.439620)(7.400440,50.439900)
15930	204.000000	(7.400270,50.439910)(7.400260,50.440130)(7.400160,50.440610)(7.400150,50.440820)
15931	122.000000	(7.399490,50.440820)(7.399520,50.440950)(7.399520,50.441370)
15932	48.000000	(7.400270,50.439910)(7.399930,50.439930)
15933	70.000000	(7.399490,50.440820)(7.399980,50.440820)
15934	206.000000	(7.400620,50.439900)(7.400620,50.440830)
15935	68.000000	(7.400150,50.440820)(7.400620,50.440830)
15936	24.000000	(7.399980,50.440820)(7.400150,50.440820)
15937	114.000000	(7.401100,50.440820)(7.401880,50.440910)
15938	68.000000	(7.401100,50.440820)(7.400620,50.440830)
15939	26.000000	(7.400440,50.439900)(7.400620,50.439900)
15940	24.000000	(7.400440,50.439900)(7.400270,50.439910)
15941	80.000000	(7.400710,50.439340)(7.400170,50.439420)
15942	290.000000	(7.405740,50.439440)(7.403730,50.439480)
15943	86.000000	(7.403650,50.439500)(7.403060,50.439570)
15944	64.000000	(7.399960,50.439170)(7.400170,50.439420)
15945	178.000000	(7.402090,50.438920)(7.402250,50.439390)(7.402520,50.439650)
15946	294.000000	(7.402420,50.439670)(7.402450,50.440800)(7.402420,50.440990)
15947	114.000000	(7.402090,50.438920)(7.401310,50.439030)
15948	60.000000	(7.401200,50.438770)(7.401310,50.439030)
15949	74.000000	(7.400850,50.439100)(7.400890,50.439310)(7.400710,50.439340)
15950	56.000000	(7.399710,50.438970)(7.399960,50.439170)
15951	48.000000	(7.400170,50.439420)(7.400310,50.439620)
15952	54.000000	(7.400740,50.438870)(7.400850,50.439100)
15953	84.000000	(7.401830,50.438580)(7.402090,50.438920)
15954	336.000000	(7.403060,50.439570)(7.403190,50.440520)(7.403070,50.441070)
15955	100.000000	(7.401830,50.438580)(7.401200,50.438770)
15956	70.000000	(7.401200,50.438770)(7.400740,50.438870)
15957	80.000000	(7.403060,50.439570)(7.402520,50.439650)
15958	14.000000	(7.402520,50.439650)(7.402420,50.439670)
15959	100.000000	(7.402420,50.439670)(7.401740,50.439770)
15960	12.000000	(7.403730,50.439480)(7.403650,50.439500)
15961	70.000000	(7.406130,50.439260)(7.405740,50.439440)
15962	68.000000	(7.401310,50.439030)(7.400850,50.439100)
15963	84.000000	(7.401340,50.438110)(7.401160,50.438470)
15964	200.000000	(7.402340,50.436950)(7.403730,50.437040)
15965	148.000000	(7.402340,50.436950)(7.402320,50.437020)(7.402360,50.437380)(7.402350,50.437610)
15966	84.000000	(7.397980,50.439250)(7.398470,50.439460)
15967	240.000000	(7.407340,50.436660)(7.407890,50.437680)
15968	210.000000	(7.402260,50.438270)(7.403690,50.438500)
15969	168.000000	(7.405330,50.438740)(7.406130,50.439260)
15970	122.000000	(7.407340,50.436660)(7.406530,50.436820)
15971	234.000000	(7.405850,50.436970)(7.406460,50.437950)
15972	98.000000	(7.401160,50.438470)(7.401830,50.438580)
15973	108.000000	(7.405850,50.436970)(7.405120,50.437100)
15974	274.000000	(7.406460,50.437950)(7.407180,50.439090)
15975	236.000000	(7.401160,50.438470)(7.399710,50.438970)
15976	178.000000	(7.406460,50.437950)(7.405280,50.438190)
15977	240.000000	(7.403690,50.438500)(7.405330,50.438740)
15978	198.000000	(7.400020,50.437840)(7.401340,50.438110)
15979	96.000000	(7.405210,50.437760)(7.405280,50.438190)
15980	82.000000	(7.400020,50.437840)(7.399760,50.438170)
15981	210.000000	(7.399760,50.438170)(7.401160,50.438470)
15982	32.000000	(7.399760,50.438170)(7.399550,50.438230)
15983	148.000000	(7.405120,50.437100)(7.405210,50.437760)
15984	210.000000	(7.403740,50.437700)(7.405210,50.437760)
15985	178.000000	(7.403740,50.437700)(7.403690,50.438500)
15986	122.000000	(7.405280,50.438190)(7.405340,50.438580)(7.405330,50.438740)
15987	202.000000	(7.403730,50.437040)(7.405120,50.437100)
15988	146.000000	(7.403730,50.437040)(7.403740,50.437700)
15989	274.000000	(7.396510,50.438700)(7.397370,50.438720)(7.397980,50.439250)
15990	130.000000	(7.400740,50.438870)(7.399960,50.439170)
15991	200.000000	(7.402350,50.437610)(7.403740,50.437700)
15992	136.000000	(7.401340,50.438110)(7.402260,50.438270)
15993	174.000000	(7.409070,50.437490)(7.407890,50.437680)
15994	52.000000	(7.396280,50.438320)(7.396390,50.438540)
15995	74.000000	(7.397270,50.437770)(7.397680,50.437920)
15996	216.000000	(7.401090,50.436510)(7.399660,50.436820)
15997	36.000000	(7.397400,50.437630)(7.397270,50.437770)
15998	186.000000	(7.397270,50.437770)(7.396280,50.438320)
15999	240.000000	(7.397680,50.437920)(7.397380,50.438240)(7.396390,50.438540)
16000	40.000000	(7.396390,50.438540)(7.396510,50.438700)
16001	280.000000	(7.398180,50.437410)(7.400020,50.437840)
16002	124.000000	(7.398180,50.437410)(7.397400,50.437630)
16003	270.000000	(7.399660,50.436820)(7.398190,50.437270)(7.398180,50.437410)
16004	16.000000	(7.396510,50.438700)(7.396550,50.438770)
16005	50.000000	(7.394720,50.437170)(7.394930,50.437350)
16006	208.000000	(7.394930,50.437350)(7.395940,50.438020)
16007	256.000000	(7.394930,50.437350)(7.394920,50.437530)(7.394660,50.438490)
16009	62.000000	(7.394660,50.438490)(7.395060,50.438590)
16010	180.000000	(7.395940,50.438020)(7.395060,50.438590)
16011	26.000000	(7.396080,50.437950)(7.395940,50.438020)
16021	166.000000	(7.402340,50.436950)(7.401200,50.437060)
16023	124.000000	(7.401090,50.436510)(7.401200,50.437060)
16024	234.000000	(7.401200,50.437060)(7.401190,50.437110)(7.401310,50.437680)(7.401340,50.438110)
16025	238.000000	(7.403360,50.436000)(7.403350,50.436040)(7.403730,50.437040)
16026	92.000000	(7.401060,50.436100)(7.401050,50.436410)(7.401090,50.436510)
16027	156.000000	(7.402010,50.436280)(7.402340,50.436950)
16028	190.000000	(7.408230,50.435550)(7.408550,50.436380)
16029	198.000000	(7.407780,50.434710)(7.408230,50.435550)
16030	214.000000	(7.407780,50.434710)(7.406430,50.435110)
16031	324.000000	(7.405650,50.435480)(7.406530,50.436820)
16032	244.000000	(7.405010,50.435750)(7.403360,50.436000)
16033	368.000000	(7.406430,50.435110)(7.407340,50.436660)
16034	138.000000	(7.406430,50.435110)(7.405650,50.435480)
16035	184.000000	(7.408550,50.436380)(7.407340,50.436660)
16036	298.000000	(7.405010,50.435750)(7.405850,50.436970)
16037	102.000000	(7.406530,50.436820)(7.405850,50.436970)
16038	110.000000	(7.405650,50.435480)(7.405010,50.435750)
16039	154.000000	(7.411030,50.434690)(7.410080,50.435010)
16040	122.000000	(7.410630,50.435690)(7.409880,50.435950)
16041	290.000000	(7.410080,50.435010)(7.408230,50.435550)
16042	26.000000	(7.407720,50.434600)(7.407780,50.434710)
16043	212.000000	(7.409880,50.435950)(7.408550,50.436380)
16044	358.000000	(7.409340,50.433600)(7.407620,50.434350)(7.407720,50.434600)
16045	718.000000	(7.399020,50.430680)(7.399460,50.431270)(7.401860,50.433330)
16046	248.000000	(7.405820,50.433420)(7.404380,50.434040)
16047	122.000000	(7.404380,50.434040)(7.403630,50.434300)
16048	78.000000	(7.400820,50.435340)(7.400930,50.435680)
16049	112.000000	(7.404020,50.433590)(7.404380,50.434040)
16050	398.000000	(7.404020,50.433590)(7.401380,50.434120)
16051	338.000000	(7.402830,50.432300)(7.403150,50.432490)(7.404020,50.433590)
16052	574.000000	(7.403630,50.434300)(7.403890,50.434700)(7.400930,50.435680)
16053	464.000000	(7.403630,50.434300)(7.400820,50.435340)
16055	72.000000	(7.403010,50.432000)(7.402830,50.432300)
16056	188.000000	(7.401860,50.433330)(7.401380,50.434120)
16057	152.000000	(7.408070,50.432250)(7.408680,50.432810)
16058	154.000000	(7.408070,50.432250)(7.407230,50.432690)
16061	172.000000	(7.408680,50.432810)(7.407630,50.433180)
16062	122.000000	(7.407120,50.432740)(7.407630,50.433180)
16063	230.000000	(7.408370,50.431020)(7.408380,50.431100)(7.408330,50.431770)(7.408540,50.432010)
16064	118.000000	(7.407120,50.432740)(7.406470,50.433060)
16065	122.000000	(7.407510,50.431020)(7.408370,50.431020)
16066	156.000000	(7.407510,50.431020)(7.406420,50.431040)
16067	350.000000	(7.406470,50.433060)(7.407050,50.433700)(7.407770,50.433490)(7.407630,50.433180)
16068	122.000000	(7.406470,50.433060)(7.405820,50.433420)
16070	280.000000	(7.404900,50.431960)(7.403330,50.432110)(7.403010,50.432000)
16071	20.000000	(7.407230,50.432690)(7.407120,50.432740)
16073	152.000000	(7.404570,50.431310)(7.404900,50.431960)
16074	86.000000	(7.408540,50.432010)(7.408070,50.432250)
16075	24.000000	(7.402980,50.431890)(7.403010,50.432000)
16085	272.000000	(7.406420,50.431040)(7.404570,50.431310)
16435	146.000000	(7.398150,50.431040)(7.397290,50.431390)
16437	148.000000	(7.399020,50.430680)(7.398150,50.431040)
16438	116.000000	(7.396880,50.430940)(7.397290,50.431390)
16440	528.000000	(7.396880,50.430940)(7.393870,50.432300)
16443	536.000000	(7.397910,50.432280)(7.395120,50.433870)
16444	198.000000	(7.397320,50.431480)(7.397640,50.431800)(7.397910,50.432280)
16445	618.000000	(7.397320,50.431480)(7.395010,50.433050)(7.394720,50.433630)
16446	20.000000	(7.397290,50.431390)(7.397320,50.431480)
16447	520.000000	(7.398150,50.431040)(7.398410,50.431430)(7.399280,50.433260)
16449	26.000000	(7.400600,50.434660)(7.400770,50.434700)
16450	222.000000	(7.399730,50.433830)(7.400600,50.434660)
16451	468.000000	(7.400600,50.434660)(7.397860,50.435810)
16452	270.000000	(7.397910,50.432280)(7.398440,50.433450)
16453	118.000000	(7.397860,50.435810)(7.398220,50.436290)
16455	142.000000	(7.399280,50.433260)(7.399730,50.433830)
16456	128.000000	(7.399280,50.433260)(7.398440,50.433450)
16457	428.000000	(7.398440,50.433450)(7.396530,50.434200)(7.395800,50.434260)
16458	430.000000	(7.395800,50.434260)(7.395020,50.435160)(7.394940,50.436060)
16460	130.000000	(7.395120,50.433870)(7.395800,50.434260)
16461	156.000000	(7.401380,50.434120)(7.400770,50.434700)
16462	142.000000	(7.400770,50.434700)(7.400750,50.434820)(7.400820,50.435340)
16463	428.000000	(7.400820,50.435340)(7.398220,50.436290)
16466	116.000000	(7.394940,50.436060)(7.394920,50.436470)(7.394880,50.436580)
16467	136.000000	(7.394880,50.436580)(7.394730,50.436770)(7.394720,50.437170)
16762	284.000000	(7.412480,50.438140)(7.410590,50.438540)
16763	62.000000	(7.412880,50.438030)(7.412480,50.438140)
16778	118.000000	(7.406620,50.441140)(7.405810,50.441250)
16779	340.000000	(7.408830,50.440570)(7.406620,50.441140)
16786	150.000000	(7.399120,50.438940)(7.398470,50.439460)
16787	238.000000	(7.397680,50.437920)(7.399010,50.438530)
16788	102.000000	(7.399550,50.438230)(7.399010,50.438530)
16789	210.000000	(7.408610,50.438860)(7.407180,50.439090)
16790	154.000000	(7.407180,50.439090)(7.406130,50.439260)
16907	376.000000	(7.409870,50.433170)(7.411030,50.434690)
16918	152.000000	(7.396860,50.437050)(7.397400,50.437630)
16977	322.000000	(7.408540,50.432010)(7.409870,50.433170)
16985	326.000000	(7.397680,50.437920)(7.398170,50.437730)(7.399550,50.438230)
17016	260.000000	(7.398220,50.436290)(7.396860,50.437050)
17017	230.000000	(7.396860,50.437050)(7.396080,50.437950)
25030	258.000000	(7.410140,50.438590)(7.410260,50.438870)(7.410060,50.439730)
25031	418.000000	(7.411480,50.439880)(7.414360,50.440180)
25032	206.000000	(7.410060,50.439730)(7.411480,50.439880)
25033	248.000000	(7.410060,50.439730)(7.409900,50.440030)(7.408980,50.440540)
25034	214.000000	(7.408770,50.439590)(7.408980,50.440540)
25035	22.000000	(7.408980,50.440540)(7.408830,50.440570)
25085	28.000000	(7.402980,50.431890)(7.402810,50.431950)
25086	66.000000	(7.402810,50.431950)(7.402620,50.432220)
25087	54.000000	(7.402620,50.432220)(7.402550,50.432330)(7.402600,50.432450)
25088	222.000000	(7.402600,50.432450)(7.401860,50.433330)
25089	50.000000	(7.402830,50.432300)(7.402600,50.432450)
25090	30.000000	(7.402810,50.431950)(7.403010,50.432000)
25091	34.000000	(7.402620,50.432220)(7.402830,50.432300)
25100	456.000000	(7.399730,50.433830)(7.397400,50.435220)
25103	188.000000	(7.397460,50.440090)(7.396140,50.440110)
25104	76.000000	(7.396140,50.440110)(7.395620,50.440200)
25105	88.000000	(7.398950,50.440010)(7.398330,50.440050)
25106	126.000000	(7.403620,50.438920)(7.403730,50.439480)
25107	94.000000	(7.403690,50.438500)(7.403620,50.438920)
25108	126.000000	(7.406530,50.436820)(7.406830,50.437350)
25192	322.000000	(7.393870,50.432300)(7.394720,50.433630)
25193	78.000000	(7.394720,50.433630)(7.395120,50.433870)
25203	368.000000	(7.395060,50.438590)(7.395030,50.438680)(7.395620,50.440200)
25204	54.000000	(7.396190,50.438090)(7.396280,50.438320)
25205	34.000000	(7.396080,50.437950)(7.396190,50.438090)
25206	258.000000	(7.396280,50.435860)(7.394880,50.436580)
25207	214.000000	(7.397400,50.435220)(7.396280,50.435860)
25208	160.000000	(7.407510,50.431020)(7.407500,50.431460)(7.407550,50.431600)(7.407530,50.431740)
25209	310.000000	(7.407530,50.431740)(7.406750,50.431910)(7.407230,50.432690)
25210	56.000000	(7.400930,50.435680)(7.401060,50.435920)
25211	16.000000	(7.401060,50.435920)(7.401060,50.435990)
25212	24.000000	(7.401060,50.435990)(7.401060,50.436100)
25213	140.000000	(7.402010,50.436280)(7.401090,50.436510)
25214	204.000000	(7.403360,50.436000)(7.402010,50.436280)
25215	188.000000	(7.401200,50.437060)(7.399930,50.437260)
25216	106.000000	(7.399660,50.436820)(7.399930,50.437260)
25217	136.000000	(7.398950,50.440010)(7.399120,50.440410)(7.399310,50.440560)
25218	64.000000	(7.399310,50.440560)(7.399490,50.440820)
25219	140.000000	(7.399010,50.438530)(7.399710,50.438970)
25220	202.000000	(7.399360,50.439100)(7.399930,50.439930)
25221	50.000000	(7.399120,50.438940)(7.399360,50.439100)
25222	58.000000	(7.399710,50.438970)(7.399360,50.439100)
25223	130.000000	(7.399010,50.438530)(7.398750,50.438650)(7.399120,50.438940)
25224	104.000000	(7.402350,50.437610)(7.402300,50.438080)
25225	42.000000	(7.402300,50.438080)(7.402260,50.438270)
25226	86.000000	(7.402650,50.438790)(7.402090,50.438920)
25227	186.000000	(7.405420,50.441470)(7.404130,50.441520)
25228	168.000000	(7.402980,50.441380)(7.404130,50.441520)
25229	416.000000	(7.405740,50.439440)(7.405650,50.439620)(7.405720,50.440210)(7.405990,50.440840)(7.405920,50.441160)(7.405810,50.441250)
25230	76.000000	(7.405810,50.441250)(7.405420,50.441470)
25231	256.000000	(7.408830,50.440570)(7.408830,50.441220)(7.408790,50.441720)
25257	218.000000	(7.411030,50.434690)(7.411490,50.435380)
25258	218.000000	(7.411490,50.435380)(7.412190,50.436420)
26296	146.000000	(7.402650,50.438790)(7.403620,50.438920)
26297	126.000000	(7.401830,50.438580)(7.402650,50.438790)
28182	76.000000	(7.400800,50.439500)(7.400310,50.439620)
28183	38.000000	(7.400710,50.439340)(7.400800,50.439500)
end {BasicAreas}

begin {AdjacencyList}
15858	15866
15858	25031
15858	15859
15859	15862
15859	25231
15861	15870
15861	15866
15862	25227
15862	25230
15862	25231
15864	15868
15864	15872
15864	15870
15866	25031
15868	15878
15868	16763
15868	15872
15872	15874
15872	25258
15874	15878
15874	15879
15874	25258
15878	15879
15878	16763
15879	15886
15880	15882
15880	15890
15880	15993
15880	15885
15880	15886
15881	16778
15881	16779
15881	15889
15881	25034
15882	15890
15882	15993
15882	15893
15882	15894
15882	25030
15883	15971
15883	15974
15883	15976
15883	15967
15883	15993
15885	16040
15885	16043
15885	15886
15888	16040
15888	25257
15888	25258
15889	15894
15889	16789
15889	25034
15890	15892
15890	15993
15892	16028
15892	16035
15892	16043
15893	15894
15893	25030
15893	16762
15894	16789
15894	25030
15895	15896
15895	15897
15895	15954
15895	25227
15895	25228
15896	15904
15896	25228
15896	15897
15896	15954
15897	15898
15897	15927
15897	15946
15897	15954
15898	15903
15898	15904
15898	15927
15898	15946
15900	15916
15900	25103
15900	15901
15900	15902
15901	15917
15901	15902
15902	15903
15902	15931
15903	15931
15903	15904
15904	25228
15908	16004
15908	15911
15908	15914
15909	15914
15909	15916
15909	25105
15911	15914
15911	15966
15911	15989
15914	15916
15916	25103
15917	25104
15917	25203
15920	15937
15920	15938
15920	15921
15920	15925
15921	15934
15921	15939
15921	15925
15922	25105
15922	25217
15922	15924
15922	15928
15923	15925
15923	15959
15923	15927
15923	15937
15924	15966
15924	16786
15924	15928
15925	15959
15926	15928
15926	15932
15926	25220
15926	15933
15926	15936
15927	15937
15927	15946
15928	15932
15928	25220
15929	15951
15929	28182
15929	15939
15929	15940
15930	15935
15930	15936
15930	15932
15930	15940
15931	15933
15931	25218
15932	25220
15932	15940
15933	25218
15933	15936
15934	15939
15934	15935
15934	15938
15935	15936
15935	15938
15937	15938
15939	15940
15941	15944
15941	15951
15941	15949
15941	28183
15942	15960
15942	25106
15942	15961
15942	25229
15943	15954
15943	15957
15943	15960
15944	15950
15944	15990
15944	15951
15945	15947
15945	15953
15945	25226
15945	15957
15945	15958
15946	15958
15946	15959
15947	15948
15947	15962
15947	15953
15947	25226
15948	15955
15948	15956
15948	15962
15949	28183
15949	15952
15949	15962
15950	15975
15950	25219
15950	25222
15950	15990
15951	28182
15952	15956
15952	15990
15952	15962
15953	15955
15953	15972
15953	26297
15953	25226
15954	15957
15955	15956
15955	15972
15955	26297
15956	15990
15957	15958
15958	15959
15960	25106
15961	25229
15961	15969
15961	16790
15963	15972
15963	15975
15963	15981
15963	15978
15963	15992
15963	16024
15964	15965
15964	16021
15964	16027
15964	15987
15964	15988
15964	16025
15965	16021
15965	16027
15965	15991
15965	25224
15966	15989
15966	16786
15967	15970
15967	16033
15967	16035
15967	15993
15968	15992
15968	25225
15968	15977
15968	15985
15968	25107
15969	15977
15969	15986
15969	16790
15970	16031
15970	16037
15970	25108
15970	16033
15970	16035
15971	15973
15971	16036
15971	16037
15971	15974
15971	15976
15972	15975
15972	15981
15972	26297
15973	15983
15973	15987
15973	16036
15973	16037
15974	15976
15974	16789
15974	16790
15975	25219
15975	25222
15975	15981
15976	15979
15976	15986
15977	15985
15977	25107
15977	15986
15978	15980
15978	16001
15978	15992
15978	16024
15979	15983
15979	15984
15979	15986
15980	15981
15980	15982
15980	16001
15981	15982
15982	16788
15982	16985
15983	15987
15983	15984
15984	15985
15984	15988
15984	15991
15985	25107
15985	15988
15985	15991
15987	15988
15987	16025
15988	16025
15988	15991
15989	16000
15989	16004
15991	25224
15992	16024
15992	25225
15994	15998
15994	25204
15994	15999
15994	16000
15995	15997
15995	15998
15995	15999
15995	16787
15995	16985
15996	16003
15996	25216
15996	16023
